 

stn;time;fu3010m1
BRZ;199412;51.5
BRZ;199501;135.4
BRZ;199502;78.1
BRZ;199503;79.2
BRZ;199504;51.5
BRZ;199505;54.4
BRZ;199506;49.7
BRZ;199507;65.5
BRZ;199508;65.2
BRZ;199509;69.1
BRZ;199510;42.5
BRZ;199511;70.9
BRZ;199512;53.3
BRZ;199601;46.1
BRZ;199602;67.0
BRZ;199603;50.4
BRZ;199604;84.6
BRZ;199605;83.5
BRZ;199606;65.9
BRZ;199607;82.1
BRZ;199608;77.4
BRZ;199609;55.8
BRZ;199610;70.6
BRZ;199611;100.8
BRZ;199612;69.1
BRZ;199701;36.7
BRZ;199702;116.3
BRZ;199703;79.6
BRZ;199704;59.8
BRZ;199705;79.9
BRZ;199706;59.4
BRZ;199707;66.6
BRZ;199708;56.5
BRZ;199709;45.4
BRZ;199710;93.6
BRZ;199711;88.2
BRZ;199712;119.2
BRZ;199801;89.3
BRZ;199802;49.7
BRZ;199803;65.9
