 

stn;time;rhh150mx
GLLIN;201611;5.0
GLLIN;201612;0.8
GLLIN;201701;4.2
GLLIN;201702;5.0
GLLIN;201703;5.6
GLLIN;201704;3.4
GLLIN;201705;5.2
GLLIN;201706;11.6
GLLIN;201707;17.4
GLLIN;201708;8.0
GLLIN;201709;14.4
GLLIN;201710;5.2
GLLIN;201711;3.2
GLLIN;201712;3.6
GLLIN;201801;10.0
GLLIN;201802;4.2
GLLIN;201803;5.4
GLLIN;201804;5.2
GLLIN;201805;0.2
GLLIN;201806;9.4
