 

stn;time;rhh150mx
INT;201309;5.5
INT;201310;6.3
INT;201311;5.3
INT;201312;3.3
INT;201401;3.8
INT;201402;4.8
INT;201403;3.5
INT;201404;4.7
INT;201405;4.5
INT;201406;5.2
INT;201407;19.0
INT;201408;10.8
INT;201409;12.0
INT;201410;7.7
INT;201411;5.9
INT;201412;4.0
INT;201501;4.1
INT;201502;2.8
INT;201503;4.8
INT;201504;8.5
INT;201505;10.2
INT;201506;6.3
INT;201507;13.9
INT;201508;5.3
INT;201509;6.3
INT;201510;4.4
INT;201511;7.1
INT;201512;1.0
INT;201601;3.7
INT;201602;5.6
INT;201603;3.4
INT;201604;3.6
INT;201605;5.0
INT;201606;29.1
INT;201607;19.3
INT;201608;9.1
INT;201609;8.5
INT;201610;5.0
INT;201611;5.5
INT;201612;0.5
INT;201701;2.3
INT;201702;8.1
INT;201703;5.8
INT;201704;2.9
INT;201705;12.5
INT;201706;7.9
INT;201707;20.5
INT;201708;7.8
INT;201709;3.8
INT;201710;9.2
INT;201711;8.4
INT;201712;5.1
INT;201801;8.5
INT;201802;3.3
INT;201803;3.6
INT;201804;6.9
INT;201805;6.2
INT;201806;7.3
INT;201807;20.7
INT;201808;28.5
INT;201809;11.0
INT;201810;6.9
INT;201811;1.5
INT;201812;4.5
INT;201901;3.7
INT;201902;5.6
INT;201903;4.5
INT;201904;4.3
