 

stn;time;rs1000y0
KAL;1900;0
KAL;1901;0
KAL;1902;0
KAL;1903;0
KAL;1904;0
KAL;1905;0
KAL;1906;0
KAL;1907;0
KAL;1908;0
KAL;1909;0
KAL;1910;0
KAL;1911;0
KAL;1912;0
KAL;1913;0
KAL;1914;0
KAL;1915;0
KAL;1916;0
KAL;1917;0
KAL;1918;0
KAL;1919;0
KAL;1920;0
KAL;1921;0
KAL;1922;0
KAL;1923;0
KAL;1924;0
KAL;1925;0
KAL;1926;0
KAL;1927;0
KAL;1928;0
KAL;1929;0
KAL;1930;0
KAL;1931;0
KAL;1932;0
KAL;1933;0
KAL;1934;0
KAL;1935;0
KAL;1936;0
KAL;1937;0
KAL;1938;0
KAL;1939;0
KAL;1940;0
KAL;1941;0
KAL;1942;0
KAL;1943;0
KAL;1944;0
KAL;1945;0
KAL;1946;0
KAL;1947;0
KAL;1948;0
KAL;1949;0
KAL;1950;0
KAL;1951;0
KAL;1952;0
KAL;1953;0
KAL;1954;0
KAL;1955;0
KAL;1956;0
KAL;1957;0
KAL;1958;0
KAL;1959;0
KAL;1960;0
KAL;1961;0
KAL;1962;0
KAL;1963;0
KAL;1964;0
KAL;1965;0
KAL;1966;0
KAL;1967;0
KAL;1968;0
KAL;1969;0
KAL;1970;0
KAL;1971;0
KAL;1972;0
KAL;1973;0
KAL;1974;0
KAL;1975;0
KAL;1976;1
KAL;1977;0
KAL;1978;0
KAL;1979;0
KAL;1980;0
KAL;1981;0
KAL;1982;0
KAL;1983;0
KAL;1984;0
KAL;1985;0
KAL;1986;0
KAL;1987;0
KAL;1988;0
KAL;1989;0
KAL;1990;0
KAL;1991;0
KAL;1992;0
KAL;1993;0
KAL;1994;1
KAL;1995;0
KAL;1996;0
KAL;1997;0
KAL;1998;0
KAL;1999;0
KAL;2000;0
KAL;2001;0
KAL;2002;0
KAL;2003;0
KAL;2004;0
KAL;2005;0
KAL;2006;0
KAL;2007;0
KAL;2008;0
KAL;2009;0
KAL;2010;0
KAL;2011;0
