 

stn;time;rti150yx
AHB;1913;19131112
AHB;1914;19140109
AHB;1915;19151105
AHB;1916;19160609
AHB;1917;19170702
AHB;1918;19181015
AHB;1919;19191223
AHB;1920;19200708
AHB;1921;19211103
AHB;1922;19220617
AHB;1923;19231013
AHB;1924;19240524
AHB;1925;19250613
AHB;1926;19260622
AHB;1927;19270924
AHB;1928;19280504
AHB;1929;19291019
AHB;1930;19300507
AHB;1931;19310528
AHB;1932;19320701
AHB;1933;19330820
AHB;1934;19340628
AHB;1935;19350930
AHB;1936;19360924
AHB;1937;19370318
AHB;1938;19380613
AHB;1939;19390630
AHB;1940;19400625
AHB;1941;19410816
AHB;1942;19420608
AHB;1943;19430719
AHB;1944;19441107
AHB;1945;19450626
AHB;1946;19460613
AHB;1947;19470531
AHB;1948;19480705
AHB;1949;19490523
AHB;1950;19501125
AHB;1951;19510711
AHB;1952;19521024
AHB;1953;19530821
AHB;1954;19540821
AHB;1955;19550517
AHB;1956;19560607
AHB;1957;19570224
AHB;1958;19581224
AHB;1959;19591029
AHB;1960;19600811
AHB;1961;19610202
AHB;1962;19620101
AHB;1963;19630607
AHB;1964;19641007
AHB;1965;19650730
AHB;1966;19660802
AHB;1967;19670702
AHB;1968;19680921
