 

stn;time;rti150yx
THS;1948;19480619
THS;1949;19491027
THS;1950;19501122
THS;1951;19510112
THS;1952;19520905
THS;1953;19530624
THS;1954;19541209
THS;1955;19551021
THS;1956;19560828
THS;1957;19570813
THS;1958;19581012
THS;1959;19591028
THS;1960;19600818
THS;1961;19610811
THS;1962;19620601
THS;1963;19630817
THS;1964;19641129
THS;1965;19650910
THS;1966;19660506
THS;1967;19670810
THS;1968;19680904
THS;1969;19691114
THS;1970;19700820
THS;1971;19711109
THS;1972;19721022
THS;1973;19730620
THS;1974;19740714
THS;1975;19751130
THS;1976;19760928
THS;1977;19770725
THS;1978;19780704
THS;1979;19790921
THS;1980;19801017
THS;1981;19810526
THS;1982;19820906
THS;1983;19830910
THS;1984;19840905
THS;1985;19850825
THS;1986;19860706
THS;1987;19870608
THS;1988;19880820
THS;1989;19890707
THS;1990;19900214
THS;1991;19910926
THS;1992;19920831
THS;1993;19930710
THS;1994;19940914
THS;1995;19950420
THS;1996;19961113
THS;1997;19970704
THS;1998;19980911
THS;1999;19990826
THS;2000;20001114
THS;2001;20010610
THS;2002;20021114
THS;2003;20031031
THS;2004;20040819
THS;2005;20050718
THS;2006;20061003
THS;2007;20070816
THS;2008;20080712
THS;2009;20090717
THS;2010;20100502
THS;2011;20110918
THS;2012;20120603
THS;2013;20130419
THS;2014;20141105
THS;2015;20150514
THS;2016;20160616
THS;2017;20170831
THS;2018;20181027
THS;2019;20190812
THS;2020;20200829
