 

stn;time;rzz150mx
DAV;198101;0.9
DAV;198102;0.3
DAV;198103;1.4
DAV;198104;0.4
DAV;198105;1.5
DAV;198106;1.9
DAV;198107;1.8
DAV;198108;2.3
DAV;198109;1.8
DAV;198110;1.2
DAV;198111;1.5
DAV;198112;1.0
DAV;198201;4.0
DAV;198202;0.2
DAV;198203;0.8
DAV;198204;0.7
DAV;198205;0.8
DAV;198206;5.0
DAV;198207;3.1
DAV;198208;4.0
DAV;198209;2.5
DAV;198210;0.8
DAV;198211;0.5
DAV;198212;0.8
DAV;198301;1.1
DAV;198302;0.5
DAV;198303;0.6
DAV;198304;1.1
DAV;198305;2.1
DAV;198306;2.6
DAV;198307;2.6
DAV;198308;5.5
DAV;198309;1.7
DAV;198310;1.6
DAV;198311;1.1
DAV;198312;1.2
DAV;198401;1.0
DAV;198402;0.8
DAV;198403;0.8
DAV;198404;0.6
DAV;198405;1.4
DAV;198406;2.9
DAV;198407;5.0
DAV;198408;2.2
DAV;198409;1.7
DAV;198410;1.0
DAV;198411;1.6
DAV;198412;0.5
DAV;198501;0.7
DAV;198502;0.6
DAV;198503;0.7
DAV;198504;1.4
DAV;198505;1.5
DAV;198506;3.0
DAV;198507;6.8
DAV;198508;2.0
DAV;198509;1.0
DAV;198510;0.4
DAV;198511;0.6
DAV;198512;0.6
DAV;198601;1.0
DAV;198602;0.3
DAV;198603;0.7
DAV;198604;0.7
DAV;198605;1.5
DAV;198606;2.2
DAV;198607;4.3
DAV;198608;3.0
DAV;198609;1.8
DAV;198610;4.2
DAV;198611;0.5
DAV;198612;0.8
DAV;198701;0.7
DAV;198702;1.0
DAV;198703;0.7
DAV;198704;0.9
DAV;198705;3.6
DAV;198706;2.9
DAV;198707;6.3
DAV;198708;2.4
DAV;198709;5.4
DAV;198710;0.8
DAV;198711;0.6
DAV;198712;1.0
DAV;198801;0.9
DAV;198802;1.0
DAV;198803;1.1
DAV;198804;0.6
DAV;198805;4.2
DAV;198806;2.2
DAV;198807;1.9
DAV;198808;2.9
DAV;198809;1.9
DAV;198810;2.3
DAV;198811;0.8
DAV;198812;1.2
DAV;198901;0.3
DAV;198902;0.5
DAV;198903;0.6
DAV;198904;1.2
DAV;198905;2.2
DAV;198906;4.3
DAV;198907;10.7
DAV;198908;7.2
DAV;198909;2.1
DAV;198910;0.8
DAV;198911;1.7
DAV;198912;1.4
