 

stn;time;rhs150m0
ELM;187802;20.8
ELM;187803;126.5
ELM;187804;101.5
ELM;187805;100.1
ELM;187806;152.1
ELM;187807;201.5
ELM;187808;186.7
ELM;187809;102.9
ELM;187810;136.5
ELM;187811;153.7
ELM;187812;82.2
ELM;187901;62.2
ELM;187902;114.3
ELM;187903;43.8
ELM;187904;141.6
ELM;187905;171.4
ELM;187906;151.5
ELM;187907;225.8
ELM;187908;167.7
ELM;187909;126.4
ELM;187910;99.5
ELM;187911;216.2
ELM;187912;30.3
ELM;188001;41.7
ELM;188002;55.3
ELM;188003;81.6
ELM;188004;127.4
ELM;188005;85.5
ELM;188006;241.4
ELM;188007;143.5
ELM;188008;177.3
ELM;188009;139.4
ELM;188010;224.6
ELM;188011;81.9
ELM;188012;174.6
ELM;188101;32.6
ELM;188102;79.3
ELM;188103;101.0
ELM;188104;107.2
ELM;188105;52.6
ELM;188106;137.4
ELM;188107;119.2
ELM;188108;223.9
ELM;188109;240.4
ELM;188110;120.2
ELM;188111;25.0
ELM;188112;56.9
ELM;188201;19.4
ELM;188202;32.5
ELM;188203;69.1
ELM;188204;71.1
ELM;188205;110.1
ELM;188206;180.9
ELM;188207;169.6
ELM;188208;224.4
ELM;188209;286.1
ELM;188210;225.2
ELM;188211;149.4
ELM;188212;256.0
ELM;188301;73.0
ELM;188302;29.3
ELM;188303;109.5
ELM;188304;53.5
ELM;188305;127.4
ELM;188306;206.7
ELM;188307;224.1
ELM;188308;105.1
ELM;188309;174.3
ELM;188310;122.0
ELM;188311;71.1
ELM;188312;182.8
ELM;188401;128.4
ELM;188402;44.4
ELM;188403;27.3
ELM;188404;52.9
ELM;188405;77.6
ELM;188406;185.1
ELM;188407;228.0
ELM;188408;162.1
ELM;188409;90.8
ELM;188410;77.1
ELM;188411;38.9
ELM;188412;122.5
ELM;188501;6.2
ELM;188502;84.0
ELM;188503;56.6
ELM;188504;58.0
ELM;188505;139.2
ELM;188506;74.0
ELM;188507;173.5
ELM;188508;174.2
ELM;188509;297.5
ELM;188510;236.8
ELM;188511;121.1
ELM;188512;79.8
ELM;188601;59.7
ELM;188602;58.3
ELM;188603;34.6
ELM;188604;85.1
ELM;188605;139.6
ELM;188606;183.4
ELM;188607;216.4
ELM;188608;161.4
ELM;188609;46.8
ELM;188610;99.6
ELM;188611;151.9
ELM;188612;192.5
ELM;188701;23.1
ELM;188702;13.0
ELM;188703;112.9
ELM;188704;48.3
ELM;188705;156.0
ELM;188706;73.9
ELM;188707;148.8
ELM;188708;180.6
ELM;188709;96.2
ELM;188710;95.5
ELM;188711;50.7
ELM;188712;171.9
ELM;188801;110.0
ELM;188802;144.0
ELM;188803;157.8
ELM;188804;142.3
ELM;188805;69.3
ELM;188806;132.7
ELM;188807;282.6
ELM;188808;215.4
ELM;188809;243.6
ELM;188810;162.2
ELM;188811;57.3
ELM;188812;9.4
ELM;188901;33.4
ELM;188902;276.8
ELM;188903;60.9
ELM;188904;82.7
ELM;188905;107.1
ELM;188906;200.7
ELM;188907;186.5
ELM;188908;181.7
ELM;188909;111.3
ELM;188910;297.7
ELM;188911;51.0
ELM;188912;33.4
ELM;189001;80.9
ELM;189002;1.8
ELM;189003;55.7
ELM;189004;100.1
ELM;189005;78.8
ELM;189006;296.0
ELM;189007;234.5
ELM;189008;611.9
ELM;189009;61.1
ELM;189010;177.6
ELM;189011;111.1
ELM;189012;9.9
ELM;189101;96.8
ELM;189102;21.7
ELM;189103;150.0
ELM;189104;90.4
ELM;189105;99.3
ELM;189106;152.3
ELM;189107;366.9
ELM;189108;188.6
ELM;189109;152.8
ELM;189110;133.0
ELM;189111;91.6
ELM;189112;230.3
ELM;189201;102.1
ELM;189202;173.4
ELM;189203;66.6
ELM;189204;94.8
ELM;189205;53.6
ELM;189206;267.8
ELM;189207;222.0
ELM;189208;98.6
ELM;189209;218.4
ELM;189210;160.4
ELM;189211;34.4
ELM;189212;59.8
ELM;189301;146.3
ELM;189302;129.8
ELM;189303;50.1
ELM;189304;10.8
ELM;189305;107.0
ELM;189306;186.5
ELM;189307;264.9
ELM;189308;64.6
ELM;189309;196.0
ELM;189310;93.8
ELM;189311;107.2
ELM;189312;36.0
ELM;189401;24.0
ELM;189402;131.0
ELM;189403;97.3
ELM;189404;89.8
ELM;189405;136.3
ELM;189406;132.7
ELM;189407;279.4
ELM;189408;192.6
ELM;189409;180.3
ELM;189410;91.3
ELM;189411;42.8
ELM;189412;81.6
ELM;189501;101.5
ELM;189502;27.6
ELM;189503;120.8
ELM;189504;83.2
ELM;189505;165.0
ELM;189506;93.5
ELM;189507;121.5
ELM;189508;147.9
ELM;189509;14.1
ELM;189510;129.7
ELM;189511;45.4
ELM;189512;200.9
ELM;189601;49.5
ELM;189602;47.6
ELM;189603;283.8
ELM;189604;212.9
ELM;189605;137.6
ELM;189606;123.3
ELM;189607;149.3
ELM;189608;185.7
ELM;189609;241.6
ELM;189610;238.8
ELM;189611;66.9
ELM;189612;55.2
ELM;189701;52.6
ELM;189702;216.6
ELM;189703;138.8
ELM;189704;108.4
ELM;189705;115.3
ELM;189706;130.6
ELM;189707;157.3
ELM;189708;244.8
ELM;189709;305.2
ELM;189710;34.2
ELM;189711;25.4
ELM;189712;46.3
ELM;189801;10.2
ELM;189802;200.3
ELM;189803;67.5
ELM;189804;105.5
ELM;189805;200.7
ELM;189806;215.2
ELM;189807;175.9
ELM;189808;151.4
ELM;189809;49.8
ELM;189810;128.9
ELM;189811;138.8
ELM;189812;66.2
ELM;189901;224.9
ELM;189902;11.6
ELM;189903;70.9
ELM;189904;191.1
ELM;189905;190.6
ELM;189906;91.0
ELM;189907;137.5
ELM;189908;82.8
ELM;189909;225.7
ELM;189910;45.0
ELM;189911;16.0
ELM;189912;90.6
ELM;190001;169.1
ELM;190002;120.5
ELM;190003;73.0
ELM;190004;120.4
ELM;190005;137.6
ELM;190006;87.5
ELM;190007;214.2
ELM;190008;259.4
ELM;190009;38.0
ELM;190010;59.2
ELM;190011;103.9
ELM;190012;126.4
ELM;190101;95.4
ELM;190102;47.1
ELM;190103;102.1
ELM;190104;215.7
ELM;190105;85.8
ELM;190106;180.3
ELM;190107;160.3
ELM;190108;201.0
ELM;190109;161.7
ELM;190110;119.9
ELM;190111;35.9
ELM;190112;112.1
ELM;190201;100.2
ELM;190202;31.9
ELM;190203;228.5
ELM;190204;37.0
ELM;190205;171.3
ELM;190206;122.8
ELM;190207;120.0
ELM;190208;155.9
ELM;190209;144.7
ELM;190210;128.6
ELM;190211;17.4
ELM;190212;155.6
ELM;190301;81.3
ELM;190302;62.0
ELM;190303;63.7
ELM;190304;123.1
ELM;190305;92.5
ELM;190306;132.3
ELM;190307;209.4
ELM;190308;165.6
ELM;190309;77.5
ELM;190310;139.6
ELM;190311;118.3
ELM;190312;43.0
ELM;190401;36.7
ELM;190402;123.8
ELM;190403;55.2
ELM;190404;153.1
ELM;190405;213.3
ELM;190406;107.8
ELM;190407;102.3
ELM;190408;153.9
ELM;190409;103.1
ELM;190410;75.7
ELM;190411;98.9
ELM;190412;51.4
ELM;190501;65.9
ELM;190502;55.4
ELM;190503;131.9
ELM;190504;184.6
ELM;190505;165.9
ELM;190506;64.6
ELM;190507;133.1
ELM;190508;264.9
ELM;190509;167.4
ELM;190510;131.4
ELM;190511;101.7
ELM;190512;55.1
ELM;190601;87.4
ELM;190602;97.3
ELM;190603;125.8
ELM;190604;70.7
ELM;190605;177.0
ELM;190606;122.6
ELM;190607;263.3
ELM;190608;114.0
ELM;190609;76.7
ELM;190610;30.0
ELM;190611;186.4
ELM;190612;144.9
ELM;190701;155.1
ELM;190702;74.3
ELM;190703;153.0
ELM;190704;97.2
ELM;190705;87.4
ELM;190706;99.2
ELM;190707;189.3
ELM;190708;141.9
ELM;190709;68.8
ELM;190710;156.0
ELM;190711;36.1
ELM;190712;117.7
ELM;190801;63.3
ELM;190802;159.8
ELM;190803;98.2
ELM;190804;92.5
ELM;190805;170.0
ELM;190806;74.5
ELM;190807;207.2
ELM;190808;153.8
ELM;190809;195.9
ELM;190810;7.7
ELM;190811;76.8
ELM;190812;41.7
ELM;190901;70.8
ELM;190902;53.8
ELM;190903;71.8
ELM;190904;91.2
ELM;190905;94.9
ELM;190906;258.4
ELM;190907;181.3
ELM;190908;206.5
ELM;190909;96.1
ELM;190910;82.4
ELM;190911;84.0
ELM;190912;103.5
ELM;191001;179.8
ELM;191002;109.3
ELM;191003;33.1
ELM;191004;152.9
ELM;191005;93.9
ELM;191006;229.1
ELM;191007;198.6
ELM;191008;202.2
ELM;191009;142.4
ELM;191010;61.6
ELM;191011;133.9
ELM;191012;109.4
ELM;191101;22.7
ELM;191102;103.9
ELM;191103;97.9
ELM;191104;76.9
ELM;191105;97.3
ELM;191106;182.3
ELM;191107;66.3
ELM;191108;106.1
ELM;191109;156.2
ELM;191110;170.8
ELM;191111;73.0
ELM;191112;135.3
ELM;191201;94.8
ELM;191202;62.2
ELM;191203;114.3
ELM;191204;99.2
ELM;191205;254.8
ELM;191206;132.5
ELM;191207;140.2
ELM;191208;232.4
ELM;191209;86.8
ELM;191210;173.2
ELM;191211;101.0
ELM;191212;89.4
ELM;191301;106.3
ELM;191302;26.9
ELM;191303;50.2
ELM;191304;117.0
ELM;191305;109.2
ELM;191306;199.8
ELM;191307;258.8
ELM;191308;115.8
ELM;191309;174.6
ELM;191310;72.6
ELM;191311;172.9
ELM;191312;125.8
ELM;191401;167.8
ELM;191402;61.7
ELM;191403;248.2
ELM;191404;64.1
ELM;191405;128.9
ELM;191406;144.4
ELM;191407;309.0
ELM;191408;153.1
ELM;191409;151.8
ELM;191410;124.3
ELM;191411;54.7
ELM;191412;39.4
ELM;191501;155.5
ELM;191502;80.6
ELM;191503;144.3
ELM;191504;104.4
ELM;191505;62.4
ELM;191506;79.5
ELM;191507;244.4
ELM;191508;170.3
ELM;191509;188.4
ELM;191510;22.0
ELM;191511;61.0
ELM;191512;108.0
ELM;191601;162.3
ELM;191602;132.7
ELM;191603;119.3
ELM;191604;161.9
ELM;191605;116.1
ELM;191606;253.1
ELM;191607;134.6
ELM;191608;218.9
ELM;191609;171.3
ELM;191610;208.6
ELM;191611;130.4
ELM;191612;163.5
ELM;191701;83.3
ELM;191702;28.6
ELM;191703;81.8
ELM;191704;173.7
ELM;191705;54.7
ELM;191706;106.0
ELM;191707;202.7
ELM;191708;310.9
ELM;191709;52.9
ELM;191710;332.9
ELM;191711;100.9
ELM;191712;51.0
ELM;191801;65.3
ELM;191802;43.0
ELM;191803;41.3
ELM;191804;100.6
ELM;191805;41.6
ELM;191806;234.2
ELM;191807;93.7
ELM;191808;161.5
ELM;191809;142.2
ELM;191810;60.3
ELM;191811;52.8
ELM;191812;240.1
ELM;191901;67.0
ELM;191902;88.1
ELM;191903;126.6
ELM;191904;177.9
ELM;191905;60.8
ELM;191906;111.5
ELM;191907;138.1
ELM;191908;67.3
ELM;191909;82.4
ELM;191910;102.8
ELM;191911;178.0
ELM;191912;284.0
ELM;192001;171.7
ELM;192002;32.1
ELM;192003;60.2
ELM;192004;104.3
ELM;192005;110.4
ELM;192006;91.7
ELM;192007;239.8
ELM;192008;85.4
ELM;192009;257.6
ELM;192010;5.0
ELM;192011;2.6
ELM;192012;55.8
ELM;192101;121.7
ELM;192102;18.1
ELM;192103;25.7
ELM;192104;79.7
ELM;192105;66.1
ELM;192106;203.3
ELM;192107;52.2
ELM;192108;151.7
ELM;192109;117.8
ELM;192110;53.8
ELM;192111;150.4
ELM;192112;64.7
ELM;192201;248.0
ELM;192202;135.9
ELM;192203;141.3
ELM;192204;181.6
ELM;192205;55.2
ELM;192206;149.3
ELM;192207;246.5
ELM;192208;192.2
ELM;192209;204.3
ELM;192210;114.0
ELM;192211;160.3
ELM;192212;188.4
ELM;192301;99.1
ELM;192302;130.9
ELM;192303;31.8
ELM;192304;103.1
ELM;192305;146.7
ELM;192306;119.8
ELM;192307;103.8
ELM;192308;203.2
ELM;192309;117.5
ELM;192310;157.9
ELM;192311;139.5
ELM;192312;314.7
ELM;192401;66.4
ELM;192402;58.2
ELM;192403;24.8
ELM;192404;126.1
ELM;192405;249.8
ELM;192406;168.5
ELM;192407;245.2
ELM;192408;213.2
ELM;192409;158.0
ELM;192410;79.2
ELM;192411;33.5
ELM;192412;53.3
ELM;192501;33.5
ELM;192502;95.9
ELM;192503;58.3
ELM;192504;137.2
ELM;192505;62.6
ELM;192506;73.1
ELM;192507;137.5
ELM;192508;231.6
ELM;192509;180.2
ELM;192510;79.2
ELM;192511;65.6
ELM;192512;154.8
ELM;192601;115.5
ELM;192602;64.5
ELM;192603;115.6
ELM;192604;81.2
ELM;192605;238.6
ELM;192606;261.4
ELM;192607;208.8
ELM;192608;99.0
ELM;192609;77.6
ELM;192610;154.8
ELM;192611;186.2
ELM;192612;139.4
ELM;192701;156.4
ELM;192702;76.5
ELM;192703;156.9
ELM;192704;185.1
ELM;192705;67.8
ELM;192706;196.1
ELM;192707;254.5
ELM;192708;254.8
ELM;192709;287.5
ELM;192710;31.8
ELM;192711;68.5
ELM;192712;27.7
ELM;192801;92.4
ELM;192802;169.4
ELM;192803;68.1
ELM;192804;162.6
ELM;192805;185.8
ELM;192806;127.0
ELM;192807;86.0
ELM;192808;194.1
ELM;192809;72.9
ELM;192810;227.0
ELM;192811;193.8
ELM;192812;106.1
ELM;192901;60.4
ELM;192902;28.2
ELM;192903;17.5
ELM;192904;166.2
ELM;192905;106.1
ELM;192906;159.2
ELM;192907;155.4
ELM;192908;157.8
ELM;192909;44.7
ELM;192910;159.1
ELM;192911;52.1
ELM;192912;138.0
ELM;193001;39.7
ELM;193002;17.5
ELM;193003;94.5
ELM;193004;130.1
ELM;193005;225.7
ELM;193006;94.6
ELM;193007;206.7
ELM;193008;222.5
ELM;193009;203.7
ELM;193010;191.6
ELM;193011;136.5
ELM;193012;67.3
ELM;193101;190.4
ELM;193102;141.3
ELM;193103;130.5
ELM;193104;80.1
ELM;193105;93.9
ELM;193106;145.6
ELM;193107;240.9
ELM;193108;239.9
ELM;193109;109.3
ELM;193110;62.7
ELM;193111;37.2
ELM;193112;80.7
ELM;193201;121.3
ELM;193202;8.2
ELM;193203;118.1
ELM;193204;133.1
ELM;193205;225.0
ELM;193206;79.0
ELM;193207;214.2
ELM;193208;162.9
ELM;193209;99.7
ELM;193210;166.5
ELM;193211;72.5
ELM;193212;6.3
ELM;193301;56.8
ELM;193302;96.6
ELM;193303;57.2
ELM;193304;86.9
ELM;193305;258.8
ELM;193306;226.7
ELM;193307;214.3
ELM;193308;114.7
ELM;193309;154.9
ELM;193310;128.1
ELM;193311;77.3
ELM;193312;15.2
ELM;193401;98.0
ELM;193402;11.4
ELM;193403;59.5
ELM;193404;56.9
ELM;193405;63.3
ELM;193406;212.1
ELM;193407;137.0
ELM;193408;326.2
ELM;193409;96.9
ELM;193410;118.0
ELM;193411;57.9
ELM;193412;78.7
ELM;193501;130.3
ELM;193502;297.3
ELM;193503;110.2
ELM;193504;180.3
ELM;193505;76.1
ELM;193506;124.9
ELM;193507;148.3
ELM;193508;249.8
ELM;193509;139.2
ELM;193510;368.9
ELM;193511;112.3
ELM;193512;167.2
ELM;193601;122.7
ELM;193602;56.5
ELM;193603;43.2
ELM;193604;115.3
ELM;193605;97.3
ELM;193606;169.7
ELM;193607;358.6
ELM;193608;125.4
ELM;193609;173.0
ELM;193610;104.5
ELM;193611;24.3
ELM;193612;128.3
ELM;193701;102.2
ELM;193702;252.6
ELM;193703;160.8
ELM;193704;133.6
ELM;193705;104.8
ELM;193706;105.7
ELM;193707;186.4
ELM;193708;171.8
ELM;193709;242.4
ELM;193710;95.7
ELM;193711;61.2
ELM;193712;73.0
ELM;193801;179.8
ELM;193802;85.5
ELM;193803;53.4
ELM;193804;58.4
ELM;193805;113.1
ELM;193806;144.8
ELM;193807;221.8
ELM;193808;244.0
ELM;193809;55.8
ELM;193810;87.6
ELM;193811;24.2
ELM;193812;77.7
ELM;193901;92.3
ELM;193902;39.7
ELM;193903;206.9
ELM;193904;102.6
ELM;193905;230.4
ELM;193906;142.3
ELM;193907;243.6
ELM;193908;157.8
ELM;193909;134.0
ELM;193910;208.7
ELM;193911;252.2
ELM;193912;82.2
ELM;194001;108.8
ELM;194002;128.7
ELM;194003;130.5
ELM;194004;122.7
ELM;194005;166.8
ELM;194006;135.7
ELM;194007;311.3
ELM;194008;194.2
ELM;194009;203.4
ELM;194010;63.5
ELM;194011;184.9
ELM;194012;155.2
ELM;194101;62.9
ELM;194102;71.5
ELM;194103;90.6
ELM;194104;86.2
ELM;194105;154.2
ELM;194106;78.5
ELM;194107;142.5
ELM;194108;251.7
ELM;194109;100.7
ELM;194110;192.7
ELM;194111;83.2
ELM;194112;67.6
ELM;194201;100.5
ELM;194202;25.4
ELM;194203;89.8
ELM;194204;62.0
ELM;194205;119.4
ELM;194206;142.4
ELM;194207;127.5
ELM;194208;179.7
ELM;194209;168.9
ELM;194210;170.5
ELM;194211;79.2
ELM;194212;25.4
ELM;194301;139.9
ELM;194302;59.0
ELM;194303;60.9
ELM;194304;118.8
ELM;194305;124.9
ELM;194306;213.2
ELM;194307;141.3
ELM;194308;77.9
ELM;194309;242.7
ELM;194310;0.0
ELM;194311;101.1
ELM;194312;42.2
ELM;194401;96.1
ELM;194402;149.0
ELM;194403;112.7
ELM;194404;59.3
ELM;194405;65.1
ELM;194406;122.2
ELM;194407;148.8
ELM;194408;62.1
ELM;194409;168.3
ELM;194410;122.0
ELM;194411;317.1
ELM;194412;88.9
ELM;194501;57.5
ELM;194502;157.3
ELM;194503;163.9
ELM;194504;131.9
ELM;194505;114.0
ELM;194506;110.3
ELM;194507;103.9
ELM;194508;316.4
ELM;194509;218.7
ELM;194510;161.5
ELM;194511;65.4
ELM;194512;165.9
ELM;194601;86.2
ELM;194602;237.0
ELM;194603;48.9
ELM;194604;26.7
ELM;194605;92.2
ELM;194606;215.8
ELM;194607;153.2
ELM;194608;205.0
ELM;194609;72.0
ELM;194610;102.9
ELM;194611;65.8
ELM;194612;72.1
ELM;194701;78.4
ELM;194702;38.5
ELM;194703;164.1
