 

stn;time;hto000y0
ION;1931;2
ION;1932;0
ION;1933;0
ION;1934;0
ION;1935;1
ION;1936;0
ION;1937;0
ION;1938;0
ION;1939;1
ION;1940;1
ION;1941;1
ION;1942;4
ION;1943;2
ION;1944;3
ION;1945;4
ION;1946;0
ION;1947;0
ION;1948;0
ION;1949;0
ION;1950;0
ION;1951;0
ION;1952;2
ION;1953;1
ION;1954;0
ION;1955;0
ION;1956;0
ION;1957;0
ION;1958;0
ION;1959;0
ION;1960;0
ION;1961;0
ION;1962;0
ION;1963;0
ION;1964;0
ION;1965;3
ION;1966;2
ION;1967;0
ION;1968;5
ION;1969;1
ION;1970;1
ION;1971;1
ION;1972;0
ION;1973;0
ION;1974;0
ION;1975;0
ION;1976;0
ION;1977;1
