 

stn;time;hns000mx
GAD;201403;19
GAD;201404;8
GAD;201405;5
GAD;201406;0
GAD;201407;0
GAD;201408;0
GAD;201409;0
GAD;201410;13
GAD;201411;46
GAD;201412;18
GAD;201501;38
GAD;201502;26
GAD;201503;-
GAD;201504;8
GAD;201505;17
GAD;201506;0
GAD;201507;0
GAD;201508;0
GAD;201509;0
GAD;201510;8
GAD;201511;35
GAD;201512;1
GAD;201601;13
GAD;201602;28
GAD;201603;20
GAD;201604;16
GAD;201605;10
GAD;201606;0
GAD;201607;0
GAD;201608;0
GAD;201609;0
GAD;201610;0
GAD;201611;22
GAD;201612;1
GAD;201701;33
GAD;201702;18
GAD;201703;28
GAD;201704;45
GAD;201705;7
GAD;201706;0
GAD;201707;0
GAD;201708;0
GAD;201709;0
GAD;201710;1
GAD;201711;20
GAD;201712;25
GAD;201801;25
GAD;201802;18
GAD;201803;70
GAD;201804;0
GAD;201805;0
GAD;201806;0
GAD;201807;0
GAD;201808;0
GAD;201809;0
GAD;201810;14
GAD;201811;6
GAD;201812;15
GAD;201901;20
GAD;201902;20
GAD;201903;15
GAD;201904;56
GAD;201905;20
GAD;201906;0
GAD;201907;0
GAD;201908;0
GAD;201909;0
GAD;201910;0
GAD;201911;33
GAD;201912;20
GAD;202001;31
GAD;202002;21
GAD;202003;11
GAD;202004;0
GAD;202005;0
GAD;202006;0
GAD;202007;0
GAD;202008;0
GAD;202009;1
GAD;202010;8
GAD;202011;4
GAD;202012;60
GAD;202101;56
GAD;202102;-
GAD;202103;30
