 

stn;time;rre150y0
WAB;1901;1179.2
WAB;1902;1220.5
WAB;1903;1141.0
WAB;1904;1110.5
WAB;1905;1337.5
WAB;1906;1079.9
WAB;1907;935.5
WAB;1908;1082.3
WAB;1909;1039.6
WAB;1910;1445.5
WAB;1911;713.8
WAB;1912;1182.7
WAB;1913;1089.2
WAB;1914;1317.0
WAB;1915;1094.3
WAB;1916;1229.7
WAB;1917;1210.1
WAB;1918;1089.3
WAB;1919;1086.5
WAB;1920;791.4
WAB;1921;731.2
WAB;1922;1527.9
WAB;1923;1240.1
WAB;1924;962.4
WAB;1925;1107.3
WAB;1926;1101.1
WAB;1927;1116.7
WAB;1928;1114.3
WAB;1929;872.7
WAB;1930;1277.5
WAB;1931;1292.6
WAB;1932;1071.3
WAB;1933;964.9
WAB;1934;841.9
WAB;1935;1332.2
WAB;1936;1232.0
WAB;1937;1069.9
WAB;1938;1074.7
WAB;1939;1426.5
WAB;1940;1454.6
WAB;1941;1100.3
WAB;1942;877.1
WAB;1943;864.3
WAB;1944;1166.8
WAB;1945;1019.9
WAB;1946;1004.3
WAB;1947;856.6
WAB;1948;1119.4
WAB;1949;755.2
WAB;1950;1181.2
WAB;1951;1370.4
WAB;1952;1411.4
WAB;1953;791.9
WAB;1954;1214.4
WAB;1955;1166.2
WAB;1956;1269.4
WAB;1957;1050.6
WAB;1958;1255.4
WAB;1959;1006.3
WAB;1960;1119.5
WAB;1961;1011.9
WAB;1962;1008.9
WAB;1963;1000.4
WAB;1964;953.9
WAB;1965;1416.7
WAB;1966;1315.3
WAB;1967;1079.7
WAB;1968;1252.3
WAB;1969;1231.0
WAB;1970;1247.4
WAB;1971;881.6
WAB;1972;1042.0
WAB;1973;1214.4
WAB;1974;1239.5
WAB;1975;1205.7
WAB;1976;1018.9
WAB;1977;1456.8
WAB;1978;1130.6
WAB;1979;1403.0
WAB;1980;1205.7
WAB;1981;1486.0
WAB;1982;1498.4
WAB;1983;1246.8
WAB;1984;1291.0
WAB;1985;1028.9
WAB;1986;1519.6
WAB;1987;1437.1
WAB;1988;1331.0
WAB;1989;880.9
WAB;1990;1268.7
WAB;1991;1037.8
WAB;1992;1164.6
WAB;1993;1188.3
WAB;1994;1334.2
WAB;1995;1461.4
WAB;1996;1069.3
WAB;1997;1119.2
WAB;1998;1216.4
WAB;1999;1599.6
WAB;2000;1004.9
WAB;2001;1394.0
WAB;2002;1305.3
