 

stn;time;hns000y0
GRO;1966;38
GRO;1967;68
GRO;1968;65
GRO;1969;101
GRO;1970;143
GRO;1971;62
GRO;1972;53
GRO;1973;36
GRO;1974;59
GRO;1975;83
GRO;1976;39
GRO;1977;137
GRO;1978;254
GRO;1979;87
GRO;1980;28
GRO;1981;150
GRO;1982;28
GRO;1983;86
GRO;1984;76
GRO;1985;213
GRO;1986;180
GRO;1987;61
GRO;1988;33
GRO;1989;3
GRO;1990;29
GRO;1991;40
GRO;1992;24
GRO;1993;24
GRO;1994;9
GRO;1995;22
GRO;1996;62
GRO;1997;18
GRO;1998;20
GRO;1999;39
GRO;2000;15
GRO;2001;66
GRO;2002;18
GRO;2003;76
GRO;2004;100
GRO;2005;94
GRO;2006;100
GRO;2007;7
GRO;2008;135
GRO;2009;84
GRO;2010;97
GRO;2011;0
GRO;2012;51
