 

stn;time;rzz150mx
DLBUC;201610;2.0
DLBUC;201611;2.3
DLBUC;201612;0.6
DLBUC;201701;1.8
DLBUC;201702;1.5
DLBUC;201703;1.9
DLBUC;201704;2.6
DLBUC;201705;3.9
DLBUC;201706;4.7
DLBUC;201707;7.3
DLBUC;201708;8.6
DLBUC;201709;4.1
DLBUC;201710;3.9
DLBUC;201711;7.7
DLBUC;201712;3.1
DLBUC;201801;3.1
DLBUC;201802;-
DLBUC;201803;1.1
DLBUC;201804;10.6
DLBUC;201805;4.4
DLBUC;201806;7.1
DLBUC;201807;1.6
DLBUC;201808;6.9
DLBUC;201809;8.1
DLBUC;201810;0.9
DLBUC;201811;1.7
DLBUC;201812;3.7
DLBUC;201901;1.9
DLBUC;201902;2.3
DLBUC;201903;2.0
DLBUC;201904;1.2
DLBUC;201905;2.4
DLBUC;201906;4.3
