 

stn;time;tnd00xy0
ULR;1981;73
ULR;1982;45
ULR;1983;55
ULR;1984;64
ULR;1985;63
ULR;1986;54
ULR;1987;58
ULR;1988;52
ULR;1989;18
ULR;1990;56
ULR;1991;51
ULR;1992;58
ULR;1993;42
ULR;1994;40
ULR;1995;51
ULR;1996;52
ULR;1997;28
ULR;1998;56
ULR;1999;67
ULR;2000;47
ULR;2001;42
ULR;2002;36
ULR;2003;49
ULR;2004;52
ULR;2005;83
ULR;2006;59
ULR;2007;45
ULR;2008;46
ULR;2009;66
ULR;2010;71
ULR;2011;30
ULR;2012;57
ULR;2013;64
ULR;2014;25
ULR;2015;40
ULR;2016;27
ULR;2017;49
ULR;2018;38
ULR;2019;49
ULR;2020;33
