 

stn;time;tre200y0
DLHOL;1983;7.6
DLHOL;1984;6.4
DLHOL;1985;6.4
DLHOL;1986;6.8
DLHOL;1987;6.7
DLHOL;1988;7.8
DLHOL;1989;7.8
DLHOL;1990;7.9
DLHOL;1991;6.6
DLHOL;1992;8.2
DLHOL;1993;7.6
DLHOL;1994;9.0
DLHOL;1995;7.6
DLHOL;1996;6.2
DLHOL;1997;7.8
DLHOL;1998;8.0
DLHOL;1999;7.8
DLHOL;2000;8.7
DLHOL;2001;7.9
DLHOL;2002;8.8
DLHOL;2003;8.2
DLHOL;2004;7.8
DLHOL;2005;7.6
DLHOL;2006;8.1
DLHOL;2007;8.7
DLHOL;2008;8.5
DLHOL;2009;8.4
DLHOL;2010;7.3
DLHOL;2011;8.7
DLHOL;2012;8.3
DLHOL;2013;7.8
DLHOL;2014;9.3
DLHOL;2015;9.3
DLHOL;2016;8.8
DLHOL;2017;8.7
DLHOL;2018;9.7
DLHOL;2019;9.2
DLHOL;2020;9.5
