 

stn;time;tnd00xy0
DLZUG;1946;205
DLZUG;1947;198
DLZUG;1948;210
DLZUG;1949;201
DLZUG;1950;210
DLZUG;1951;216
DLZUG;1952;232
DLZUG;1953;188
DLZUG;1954;220
DLZUG;1955;219
DLZUG;1956;235
DLZUG;1957;230
DLZUG;1958;214
DLZUG;1959;201
DLZUG;1960;237
DLZUG;1961;213
DLZUG;1962;233
DLZUG;1963;198
DLZUG;1964;228
DLZUG;1965;232
DLZUG;1966;216
DLZUG;1967;212
DLZUG;1968;221
DLZUG;1969;211
DLZUG;1970;230
DLZUG;1971;210
DLZUG;1972;243
DLZUG;1973;219
DLZUG;1974;253
DLZUG;1975;224
DLZUG;1976;233
DLZUG;1977;214
DLZUG;1978;233
DLZUG;1979;216
DLZUG;1980;236
DLZUG;1981;221
DLZUG;1982;200
DLZUG;1983;204
DLZUG;1984;224
DLZUG;1985;215
DLZUG;1986;203
DLZUG;1987;225
DLZUG;1988;194
DLZUG;1989;202
DLZUG;1990;192
DLZUG;1991;214
DLZUG;1992;197
DLZUG;1993;209
DLZUG;1994;198
DLZUG;1995;220
DLZUG;1996;220
DLZUG;1997;203
DLZUG;1998;209
DLZUG;1999;189
DLZUG;2000;206
DLZUG;2001;209
DLZUG;2002;211
DLZUG;2003;194
DLZUG;2004;206
DLZUG;2005;194
DLZUG;2006;191
DLZUG;2007;199
DLZUG;2008;212
DLZUG;2009;203
DLZUG;2010;233
DLZUG;2011;166
DLZUG;2012;186
DLZUG;2013;208
DLZUG;2014;196
DLZUG;2015;180
