 

stn;time;rsd700y0
MSG;1901;6
MSG;1902;3
MSG;1903;7
MSG;1904;1
MSG;1905;6
MSG;1906;4
MSG;1907;10
MSG;1908;5
MSG;1909;6
MSG;1910;5
MSG;1911;5
MSG;1912;2
MSG;1913;6
MSG;1914;6
MSG;1915;1
MSG;1916;5
MSG;1917;8
MSG;1918;9
MSG;1919;6
MSG;1920;5
MSG;1921;3
MSG;1922;6
MSG;1923;5
MSG;1924;6
MSG;1925;10
MSG;1926;10
MSG;1927;9
MSG;1928;8
MSG;1929;4
MSG;1930;8
MSG;1931;5
MSG;1932;6
MSG;1933;7
MSG;1934;4
MSG;1935;10
MSG;1936;3
MSG;1937;5
MSG;1938;4
MSG;1939;7
MSG;1940;6
MSG;1941;3
MSG;1942;9
MSG;1943;3
MSG;1944;2
MSG;1945;6
MSG;1946;2
