 

stn;time;tnd00xy0
IYTOB;1984;30
IYTOB;1985;46
IYTOB;1986;51
IYTOB;1987;33
IYTOB;1988;21
IYTOB;1989;22
IYTOB;1990;41
IYTOB;1991;55
IYTOB;1992;32
IYTOB;1993;37
IYTOB;1994;24
IYTOB;1995;34
IYTOB;1996;42
IYTOB;1997;20
IYTOB;1998;35
IYTOB;1999;45
IYTOB;2000;26
IYTOB;2001;36
IYTOB;2002;16
IYTOB;2003;40
IYTOB;2004;49
IYTOB;2005;71
IYTOB;2006;40
IYTOB;2007;24
IYTOB;2008;38
IYTOB;2009;60
IYTOB;2010;74
IYTOB;2011;34
IYTOB;2012;62
IYTOB;2013;47
IYTOB;2014;20
IYTOB;2015;14
IYTOB;2016;24
IYTOB;2017;47
IYTOB;2018;46
