 

stn;time;rzz150mx
IYSWA;201008;6.4
IYSWA;201009;2.2
IYSWA;201010;2.6
IYSWA;201011;1.5
IYSWA;201012;1.5
IYSWA;201101;0.2
IYSWA;201102;0.4
IYSWA;201103;0.8
IYSWA;201104;1.2
IYSWA;201105;2.6
IYSWA;201106;2.7
IYSWA;201107;5.2
IYSWA;201108;6.2
IYSWA;201109;4.1
IYSWA;201110;1.5
IYSWA;201111;1.6
IYSWA;201112;0.8
IYSWA;201201;0.7
IYSWA;201202;0.3
IYSWA;201203;1.0
IYSWA;201204;1.7
IYSWA;201205;3.4
IYSWA;201206;6.6
IYSWA;201207;17.7
IYSWA;201208;3.2
IYSWA;201209;2.3
IYSWA;201210;1.3
IYSWA;201211;2.9
IYSWA;201212;0.3
IYSWA;201301;0.5
IYSWA;201302;0.5
IYSWA;201303;1.2
IYSWA;201304;7.8
IYSWA;201305;2.8
IYSWA;201306;2.4
IYSWA;201307;4.8
IYSWA;201308;7.1
IYSWA;201309;1.6
IYSWA;201310;2.9
IYSWA;201311;1.4
IYSWA;201312;1.5
IYSWA;201401;0.9
IYSWA;201402;1.0
IYSWA;201403;0.8
IYSWA;201404;0.8
IYSWA;201405;2.3
IYSWA;201406;7.5
IYSWA;201407;2.6
IYSWA;201408;5.3
IYSWA;201409;4.0
IYSWA;201410;1.5
IYSWA;201411;2.5
IYSWA;201412;1.8
IYSWA;201501;0.7
IYSWA;201502;0.6
IYSWA;201503;0.4
IYSWA;201504;0.9
IYSWA;201505;4.3
IYSWA;201506;6.3
IYSWA;201507;2.7
IYSWA;201508;8.0
IYSWA;201509;2.9
IYSWA;201510;2.3
IYSWA;201511;0.2
IYSWA;201512;0.0
IYSWA;201601;0.7
IYSWA;201602;1.2
IYSWA;201603;0.8
IYSWA;201604;1.8
IYSWA;201605;2.2
IYSWA;201606;10.6
IYSWA;201607;11.4
