 

stn;time;rs1000y0
IYVOL;1980;0
IYVOL;1981;0
IYVOL;1982;0
IYVOL;1983;0
IYVOL;1984;0
IYVOL;1985;0
IYVOL;1986;0
IYVOL;1987;0
IYVOL;1988;0
IYVOL;1989;0
IYVOL;1990;0
IYVOL;1991;0
IYVOL;1992;0
IYVOL;1993;0
IYVOL;1994;0
IYVOL;1995;0
IYVOL;1996;0
IYVOL;1997;0
IYVOL;1998;0
IYVOL;1999;0
IYVOL;2000;0
IYVOL;2001;0
IYVOL;2002;0
IYVOL;2003;0
IYVOL;2004;0
IYVOL;2005;0
IYVOL;2006;0
IYVOL;2007;0
IYVOL;2008;0
IYVOL;2009;0
IYVOL;2010;0
IYVOL;2011;0
IYVOL;2012;0
IYVOL;2013;0
IYVOL;2014;0
IYVOL;2015;0
IYVOL;2016;0
IYVOL;2017;0
IYVOL;2018;0
