 

stn;time;fklnd3m0
IYANT;201403;0
IYANT;201404;0
IYANT;201405;0
IYANT;201406;0
IYANT;201407;0
IYANT;201408;0
IYANT;201409;0
IYANT;201410;0
IYANT;201411;0
IYANT;201412;0
IYANT;201501;0
IYANT;201502;0
IYANT;201503;0
IYANT;201504;0
IYANT;201505;0
IYANT;201506;0
IYANT;201507;0
IYANT;201508;0
IYANT;201509;0
IYANT;201510;0
IYANT;201511;0
IYANT;201512;0
IYANT;201601;0
IYANT;201602;0
IYANT;201603;0
IYANT;201604;0
IYANT;201605;0
IYANT;201606;0
IYANT;201607;0
IYANT;201608;0
IYANT;201609;0
IYANT;201610;0
IYANT;201611;0
