 

stn;time;rsd300y0
KIG;1900;2
KIG;1901;3
KIG;1902;2
KIG;1903;2
KIG;1904;3
KIG;1905;4
KIG;1906;4
KIG;1907;0
KIG;1908;3
KIG;1909;3
KIG;1910;8
KIG;1911;0
KIG;1912;3
KIG;1913;2
KIG;1914;3
KIG;1915;4
KIG;1916;2
KIG;1917;4
KIG;1918;3
KIG;1919;0
KIG;1920;2
KIG;1921;3
KIG;1922;2
KIG;1923;5
KIG;1924;2
KIG;1925;1
KIG;1926;4
KIG;1927;3
KIG;1928;1
KIG;1929;2
KIG;1930;3
KIG;1931;5
KIG;1932;2
KIG;1933;2
KIG;1934;2
KIG;1935;3
KIG;1936;4
KIG;1937;2
KIG;1938;3
KIG;1939;4
KIG;1940;8
KIG;1941;1
KIG;1942;2
KIG;1943;0
KIG;1944;6
KIG;1945;4
KIG;1946;4
KIG;1947;0
KIG;1948;2
KIG;1949;0
KIG;1950;2
KIG;1951;3
KIG;1952;5
KIG;1953;5
KIG;1954;3
KIG;1955;2
KIG;1956;6
KIG;1957;0
KIG;1958;2
KIG;1959;1
KIG;1960;1
KIG;1961;0
KIG;1962;3
KIG;1963;1
KIG;1964;3
KIG;1965;4
KIG;1966;3
KIG;1967;1
KIG;1968;4
KIG;1969;3
KIG;1970;1
KIG;1971;4
KIG;1972;4
KIG;1973;3
KIG;1974;0
KIG;1975;0
KIG;1976;3
KIG;1977;3
KIG;1978;2
KIG;1979;3
KIG;1980;2
KIG;1981;4
KIG;1982;5
KIG;1983;2
KIG;1984;3
KIG;1985;2
KIG;1986;5
KIG;1987;6
KIG;1988;0
KIG;1989;3
KIG;1990;4
KIG;1991;1
KIG;1992;3
KIG;1993;5
KIG;1994;2
