 

stn;time;rsd100m0
TICOL;200608;3
TICOL;200609;1
TICOL;200610;4
TICOL;200611;2
TICOL;200612;4
TICOL;200701;3
TICOL;200702;1
TICOL;200703;4
TICOL;200704;1
TICOL;200705;8
TICOL;200706;9
TICOL;200707;5
TICOL;200708;7
TICOL;200709;5
TICOL;200710;1
TICOL;200711;3
TICOL;200712;1
TICOL;200801;5
TICOL;200802;1
TICOL;200803;3
TICOL;200804;10
TICOL;200805;9
TICOL;200806;10
TICOL;200807;5
TICOL;200808;5
TICOL;200809;7
TICOL;200810;5
TICOL;200811;8
TICOL;200812;7
TICOL;200901;2
TICOL;200902;4
TICOL;200903;4
TICOL;200904;7
TICOL;200905;2
TICOL;200906;5
TICOL;200907;9
TICOL;200908;6
TICOL;200909;7
TICOL;200910;2
TICOL;200911;4
TICOL;200912;5
TICOL;201001;2
TICOL;201002;3
TICOL;201003;4
TICOL;201004;3
TICOL;201005;12
TICOL;201006;6
TICOL;201007;2
TICOL;201008;7
TICOL;201009;7
TICOL;201010;5
TICOL;201011;6
TICOL;201012;5
TICOL;201101;2
TICOL;201102;2
TICOL;201103;3
TICOL;201104;1
TICOL;201105;5
TICOL;201106;11
TICOL;201107;9
TICOL;201108;5
TICOL;201109;4
TICOL;201110;3
TICOL;201111;6
TICOL;201112;0
TICOL;201201;3
TICOL;201202;0
TICOL;201203;4
TICOL;201204;11
TICOL;201205;5
TICOL;201206;6
TICOL;201207;4
TICOL;201208;4
TICOL;201209;7
TICOL;201210;5
TICOL;201211;6
TICOL;201212;1
TICOL;201301;1
TICOL;201302;1
TICOL;201303;4
TICOL;201304;7
TICOL;201305;11
TICOL;201306;5
TICOL;201307;4
TICOL;201308;3
TICOL;201309;5
TICOL;201310;8
TICOL;201311;6
TICOL;201312;5
TICOL;201401;8
TICOL;201402;9
TICOL;201403;1
TICOL;201404;6
TICOL;201405;3
TICOL;201406;8
TICOL;201407;9
TICOL;201408;11
TICOL;201409;4
TICOL;201410;4
TICOL;201411;13
TICOL;201412;4
TICOL;201501;3
TICOL;201502;3
TICOL;201503;0
TICOL;201504;4
TICOL;201505;7
TICOL;201506;5
TICOL;201507;2
TICOL;201508;4
TICOL;201509;8
TICOL;201510;6
TICOL;201511;0
TICOL;201512;0
TICOL;201601;1
TICOL;201602;4
TICOL;201603;2
TICOL;201604;3
TICOL;201605;9
TICOL;201606;6
TICOL;201607;7
TICOL;201608;3
TICOL;201609;2
TICOL;201610;3
TICOL;201611;8
TICOL;201612;0
