 

stn;time;rhs150m0
ALS;186401;46.4
ALS;186402;51.8
ALS;186403;43.6
ALS;186404;126.1
ALS;186405;153.4
ALS;186406;226.5
ALS;186407;217.1
ALS;186408;74.0
ALS;186409;119.7
ALS;186410;30.2
ALS;186411;108.8
ALS;186412;8.3
ALS;186501;89.4
ALS;186502;84.0
ALS;186503;65.1
ALS;186504;6.3
ALS;186505;76.9
ALS;186506;88.9
ALS;186507;208.0
ALS;186508;158.2
ALS;186509;2.8
ALS;186510;137.2
ALS;186511;81.6
ALS;186512;14.4
ALS;186601;41.9
ALS;186602;118.0
ALS;186603;104.2
ALS;186604;112.2
ALS;186605;69.8
ALS;186606;83.6
ALS;186607;140.2
ALS;186608;317.4
ALS;186609;144.7
ALS;186610;7.2
ALS;186611;195.1
ALS;186612;120.0
ALS;186701;132.3
ALS;186702;85.8
ALS;186703;75.4
ALS;186704;181.2
ALS;186705;128.5
ALS;186706;160.0
ALS;186707;102.3
ALS;186708;152.8
ALS;186709;85.3
ALS;186710;194.1
ALS;186711;38.6
ALS;186712;150.3
ALS;186801;71.8
ALS;186802;18.5
ALS;186803;158.5
ALS;186804;117.9
ALS;186805;15.0
ALS;186806;90.9
ALS;186807;154.8
ALS;186808;90.9
ALS;186809;92.6
ALS;186810;129.6
ALS;186811;34.8
ALS;186812;121.5
ALS;186901;60.3
ALS;186902;26.6
ALS;186903;87.9
ALS;186904;103.0
ALS;186905;121.2
ALS;186906;160.1
ALS;186907;106.9
ALS;186908;186.3
ALS;186909;74.1
ALS;186910;111.4
ALS;186911;122.6
ALS;186912;114.0
ALS;187001;25.4
ALS;187002;31.9
ALS;187003;90.2
ALS;187004;37.8
ALS;187005;29.1
ALS;187006;97.7
ALS;187007;87.2
ALS;187008;133.7
ALS;187009;159.3
ALS;187010;246.2
ALS;187011;90.6
ALS;187012;98.4
ALS;187101;51.6
ALS;187102;64.0
ALS;187103;44.6
ALS;187104;208.1
ALS;187105;104.3
ALS;187106;239.4
ALS;187107;151.2
ALS;187108;134.6
ALS;187109;73.7
ALS;187110;137.5
ALS;187111;43.2
ALS;187112;20.4
ALS;187201;38.8
ALS;187202;42.2
ALS;187203;84.5
ALS;187204;184.9
ALS;187205;286.5
ALS;187206;161.4
ALS;187207;168.9
ALS;187208;219.1
ALS;187209;57.2
ALS;187210;123.5
ALS;187211;103.9
ALS;187212;89.8
ALS;187301;20.6
ALS;187302;31.4
ALS;187303;77.4
ALS;187304;148.2
ALS;187305;197.6
ALS;187306;135.8
ALS;187307;157.9
ALS;187308;203.9
ALS;187309;157.7
ALS;187310;180.9
ALS;187311;99.2
ALS;187312;59.6
ALS;187401;18.8
ALS;187402;32.1
ALS;187403;69.2
ALS;187404;95.4
ALS;187405;158.2
ALS;187406;152.6
ALS;187407;161.2
ALS;187408;212.9
ALS;187409;52.0
ALS;187410;30.2
ALS;187411;158.0
ALS;187412;64.4
ALS;187501;124.7
ALS;187502;36.8
ALS;187503;66.6
ALS;187504;25.5
ALS;187505;105.7
ALS;187506;200.8
ALS;187507;125.1
ALS;187508;38.6
ALS;187509;155.0
ALS;187510;135.7
ALS;187511;227.1
ALS;187512;44.9
ALS;187601;67.0
ALS;187602;125.3
ALS;187603;247.1
ALS;187604;86.7
ALS;187605;138.8
ALS;187606;321.3
ALS;187607;137.5
ALS;187608;150.3
ALS;187609;135.3
ALS;187610;7.0
ALS;187611;80.3
ALS;187612;60.8
ALS;187701;73.4
ALS;187702;204.0
ALS;187703;101.5
ALS;187704;190.9
ALS;187705;117.6
ALS;187706;73.8
ALS;187707;259.7
ALS;187708;154.0
ALS;187709;52.2
ALS;187710;61.9
ALS;187711;76.9
ALS;187712;119.4
ALS;187801;108.3
ALS;187802;14.8
ALS;187803;136.8
ALS;187804;76.6
ALS;187805;103.3
ALS;187806;194.3
ALS;187807;203.4
ALS;187808;142.5
ALS;187809;122.1
ALS;187810;113.8
ALS;187811;66.7
ALS;187812;71.2
ALS;187901;61.1
ALS;187902;120.0
ALS;187903;51.4
ALS;187904;101.4
ALS;187905;91.3
ALS;187906;197.5
ALS;187907;207.9
ALS;187908;122.1
ALS;187909;143.1
ALS;187910;110.2
ALS;187911;143.6
ALS;187912;39.6
ALS;188001;27.0
ALS;188002;45.2
ALS;188003;38.5
ALS;188004;114.8
ALS;188005;106.2
ALS;188006;214.9
ALS;188007;187.8
ALS;188008;122.0
ALS;188009;162.9
ALS;188010;256.2
ALS;188011;54.2
ALS;188012;143.3
ALS;188101;11.7
ALS;188102;72.3
ALS;188103;80.6
ALS;188104;89.9
ALS;188105;105.5
ALS;188106;141.6
ALS;188107;98.2
ALS;188108;176.8
ALS;188109;225.8
ALS;188110;96.4
ALS;188111;28.9
ALS;188112;21.0
ALS;188201;43.3
ALS;188202;47.1
ALS;188203;34.0
ALS;188204;73.5
ALS;188205;114.9
ALS;188206;163.0
ALS;188207;120.5
ALS;188208;111.9
ALS;188209;172.6
ALS;188210;132.9
ALS;188211;152.5
ALS;188212;135.2
ALS;188301;31.8
ALS;188302;26.2
ALS;188303;31.2
ALS;188304;57.7
ALS;188305;128.8
ALS;188306;179.8
ALS;188307;208.1
ALS;188308;94.2
ALS;188309;139.5
ALS;188310;91.5
ALS;188311;91.9
ALS;188312;115.5
ALS;188401;68.0
ALS;188402;46.0
ALS;188403;26.5
ALS;188404;69.8
ALS;188405;113.8
ALS;188406;180.5
ALS;188407;173.4
ALS;188408;106.8
ALS;188409;69.8
ALS;188410;99.5
ALS;188411;45.1
ALS;188412;111.9
ALS;188501;5.9
ALS;188502;52.9
ALS;188503;62.0
ALS;188504;48.2
ALS;188505;154.7
ALS;188506;63.2
ALS;188507;131.2
ALS;188508;130.0
ALS;188509;204.4
ALS;188510;164.6
ALS;188511;63.5
ALS;188512;113.5
ALS;188601;39.8
ALS;188602;37.1
ALS;188603;55.7
ALS;188604;100.7
ALS;188605;72.3
ALS;188606;228.4
ALS;188607;129.4
ALS;188608;203.0
ALS;188609;86.2
ALS;188610;70.1
ALS;188611;50.4
ALS;188612;123.7
ALS;188701;8.6
ALS;188702;13.7
ALS;188703;103.7
ALS;188704;41.2
ALS;188705;188.0
ALS;188706;65.1
ALS;188707;123.2
ALS;188708;150.3
ALS;188709;60.8
ALS;188710;96.2
ALS;188711;39.9
ALS;188712;128.4
ALS;188801;57.4
ALS;188802;79.9
ALS;188803;86.2
ALS;188804;136.4
ALS;188805;41.9
ALS;188806;195.5
ALS;188807;193.8
ALS;188808;174.5
ALS;188809;291.5
ALS;188810;121.7
ALS;188811;89.4
ALS;188812;4.4
ALS;188901;19.3
ALS;188902;156.3
ALS;188903;64.0
ALS;188904;83.9
ALS;188905;86.1
ALS;188906;171.0
ALS;188907;159.5
ALS;188908;145.1
ALS;188909;159.6
ALS;188910;161.2
ALS;188911;94.7
ALS;188912;21.4
ALS;189001;112.8
ALS;189002;3.3
ALS;189003;40.3
ALS;189004;108.9
ALS;189005;71.3
ALS;189006;246.9
ALS;189007;171.2
ALS;189008;403.3
ALS;189009;60.0
ALS;189010;193.2
ALS;189011;98.0
ALS;189012;8.9
ALS;189101;48.4
ALS;189102;12.3
ALS;189103;89.7
ALS;189104;62.9
ALS;189105;91.5
ALS;189106;163.2
ALS;189107;225.5
ALS;189108;149.1
ALS;189109;110.6
ALS;189110;72.1
ALS;189111;78.5
ALS;189112;183.9
ALS;189201;94.3
ALS;189202;85.0
ALS;189203;25.9
ALS;189204;107.7
ALS;189205;72.7
ALS;189206;259.4
ALS;189207;163.5
ALS;189208;73.1
ALS;189209;244.3
ALS;189210;167.5
ALS;189211;41.1
ALS;189212;47.0
ALS;189301;93.1
ALS;189302;82.9
ALS;189303;49.2
ALS;189304;1.5
ALS;189305;140.0
ALS;189306;110.5
ALS;189307;276.9
ALS;189308;44.6
ALS;189309;154.6
ALS;189310;118.9
ALS;189311;94.2
ALS;189312;30.9
ALS;189401;8.0
ALS;189402;101.7
ALS;189403;57.7
ALS;189404;56.2
ALS;189405;147.2
ALS;189406;188.7
ALS;189407;198.6
ALS;189408;197.1
ALS;189409;183.8
ALS;189410;88.9
ALS;189411;42.7
ALS;189412;90.3
ALS;189501;73.8
ALS;189502;27.4
ALS;189503;84.9
ALS;189504;73.7
ALS;189505;145.5
ALS;189506;159.7
ALS;189507;144.6
ALS;189508;158.8
ALS;189509;10.6
ALS;189510;114.6
ALS;189511;76.5
ALS;189512;206.8
ALS;189601;38.0
ALS;189602;33.5
ALS;189603;193.9
ALS;189604;182.7
ALS;189605;136.4
ALS;189606;184.5
ALS;189607;162.9
ALS;189608;174.1
ALS;189609;200.4
ALS;189610;109.4
ALS;189611;44.6
ALS;189612;43.1
ALS;189701;23.9
ALS;189702;193.3
ALS;189703;116.6
ALS;189704;123.7
ALS;189705;140.9
ALS;189706;163.4
ALS;189707;148.8
ALS;189708;206.0
ALS;189709;231.6
ALS;189710;21.8
ALS;189711;16.3
ALS;189712;37.8
ALS;189801;18.5
ALS;189802;177.0
ALS;189803;59.8
ALS;189804;70.7
ALS;189805;167.1
ALS;189806;169.3
ALS;189807;174.7
ALS;189808;112.2
ALS;189809;27.4
ALS;189810;83.0
ALS;189811;93.4
ALS;189812;67.5
ALS;189901;154.6
ALS;189902;26.0
ALS;189903;59.8
ALS;189904;212.1
ALS;189905;121.8
ALS;189906;54.3
ALS;189907;73.0
ALS;189908;55.8
ALS;189909;210.5
ALS;189910;59.7
ALS;189911;15.1
ALS;189912;102.3
ALS;190001;172.0
ALS;190002;96.0
ALS;190003;68.2
ALS;190004;75.5
ALS;190005;104.9
ALS;190006;75.6
ALS;190007;155.9
ALS;190008;103.3
ALS;190009;46.5
ALS;190010;81.6
ALS;190011;71.6
ALS;190012;63.9
ALS;190101;50.5
ALS;190102;28.8
ALS;190103;85.2
ALS;190104;153.6
ALS;190105;42.4
ALS;190106;164.1
ALS;190107;112.1
ALS;190108;203.8
ALS;190109;96.0
ALS;190110;89.4
ALS;190111;32.9
ALS;190112;71.6
ALS;190201;54.6
ALS;190202;37.7
ALS;190203;114.7
ALS;190204;38.8
ALS;190205;133.2
ALS;190206;124.9
ALS;190207;104.4
ALS;190208;172.4
ALS;190209;113.1
ALS;190210;110.3
ALS;190211;8.1
ALS;190212;115.3
ALS;190301;30.8
ALS;190302;59.0
ALS;190303;57.4
ALS;190304;102.5
ALS;190305;40.2
ALS;190306;90.0
ALS;190307;210.5
ALS;190308;153.2
ALS;190309;63.8
ALS;190310;119.0
ALS;190311;120.4
ALS;190312;25.7
ALS;190401;47.2
ALS;190402;122.2
ALS;190403;41.1
ALS;190404;130.7
ALS;190405;185.5
ALS;190406;102.6
ALS;190407;52.4
ALS;190408;147.7
ALS;190409;132.3
ALS;190410;83.7
ALS;190411;63.2
ALS;190412;55.0
ALS;190501;68.4
ALS;190502;44.4
ALS;190503;95.0
ALS;190504;149.4
ALS;190505;90.5
ALS;190506;68.4
ALS;190507;139.0
ALS;190508;224.6
ALS;190509;152.1
ALS;190510;146.5
ALS;190511;65.9
ALS;190512;53.7
ALS;190601;75.4
ALS;190602;61.5
ALS;190603;114.2
ALS;190604;57.1
ALS;190605;206.9
ALS;190606;163.3
ALS;190607;185.5
ALS;190608;83.8
ALS;190609;75.8
ALS;190610;19.0
ALS;190611;64.2
ALS;190612;114.5
ALS;190701;113.9
ALS;190702;41.4
ALS;190703;126.3
ALS;190704;92.1
ALS;190705;74.6
ALS;190706;99.2
ALS;190707;179.2
ALS;190708;140.0
ALS;190709;60.8
ALS;190710;46.8
ALS;190711;22.5
ALS;190712;147.4
ALS;190801;46.4
ALS;190802;129.4
ALS;190803;49.5
ALS;190804;95.2
ALS;190805;104.0
ALS;190806;110.5
ALS;190807;204.2
ALS;190808;110.5
ALS;190809;212.4
ALS;190810;1.1
ALS;190811;73.5
ALS;190812;38.9
ALS;190901;41.3
ALS;190902;30.6
ALS;190903;44.2
ALS;190904;92.2
ALS;190905;52.7
ALS;190906;242.9
ALS;190907;218.7
ALS;190908;187.9
ALS;190909;97.7
ALS;190910;81.6
ALS;190911;68.6
ALS;190912;118.4
ALS;191001;200.5
ALS;191002;104.7
ALS;191003;29.2
ALS;191004;136.2
ALS;191005;73.5
ALS;191006;227.6
ALS;191007;187.5
ALS;191008;167.5
ALS;191009;145.3
ALS;191010;57.1
ALS;191011;187.1
ALS;191012;86.2
ALS;191101;27.7
ALS;191102;74.1
ALS;191103;44.5
ALS;191104;71.2
ALS;191105;111.6
ALS;191106;169.6
ALS;191107;6.5
ALS;191108;89.5
ALS;191109;142.4
ALS;191110;78.6
ALS;191111;43.1
ALS;191112;94.0
ALS;191201;113.5
ALS;191202;96.6
ALS;191203;79.6
ALS;191204;71.6
ALS;191205;185.5
ALS;191206;131.8
ALS;191207;116.1
ALS;191208;232.6
ALS;191209;130.2
ALS;191210;158.3
ALS;191211;75.4
ALS;191212;56.3
ALS;191301;108.2
ALS;191302;33.2
ALS;191303;71.9
ALS;191304;91.9
ALS;191305;104.4
ALS;191306;158.5
ALS;191307;205.3
ALS;191308;227.0
ALS;191309;105.5
ALS;191310;61.4
ALS;191311;168.7
ALS;191312;114.0
ALS;191401;226.1
ALS;191402;34.5
ALS;191403;180.5
ALS;191404;79.1
ALS;191405;133.7
ALS;191406;107.8
ALS;191407;206.1
ALS;191408;109.9
ALS;191409;160.4
ALS;191410;46.6
ALS;191411;72.0
ALS;191412;33.6
ALS;191501;93.2
ALS;191502;60.3
ALS;191503;137.0
ALS;191504;76.7
ALS;191505;81.1
ALS;191506;127.3
ALS;191507;160.6
ALS;191508;212.7
ALS;191509;113.6
ALS;191510;31.9
ALS;191511;62.4
ALS;191512;128.1
ALS;191601;98.6
ALS;191602;86.2
ALS;191603;70.8
ALS;191604;100.0
ALS;191605;71.4
ALS;191606;164.0
ALS;191607;183.2
ALS;191608;139.3
ALS;191609;144.8
ALS;191610;181.6
ALS;191611;85.1
ALS;191612;132.3
ALS;191701;58.8
ALS;191702;19.0
ALS;191703;85.7
ALS;191704;106.8
ALS;191705;57.6
ALS;191706;109.4
ALS;191707;126.8
ALS;191708;210.5
ALS;191709;72.3
ALS;191710;216.0
ALS;191711;123.3
ALS;191712;28.0
ALS;191801;68.2
ALS;191802;25.0
ALS;191803;24.6
ALS;191804;77.0
ALS;191805;62.6
ALS;191806;188.8
ALS;191807;128.3
ALS;191808;167.1
ALS;191809;138.2
ALS;191810;39.2
ALS;191811;33.8
ALS;191812;280.9
ALS;191901;34.9
ALS;191902;65.9
ALS;191903;114.2
ALS;191904;139.2
ALS;191905;57.6
ALS;191906;160.4
ALS;191907;150.8
ALS;191908;124.5
ALS;191909;57.6
ALS;191910;77.4
ALS;191911;111.7
ALS;191912;190.5
ALS;192001;95.4
ALS;192002;45.8
ALS;192003;24.1
ALS;192004;80.6
ALS;192005;150.4
ALS;192006;148.6
ALS;192007;205.4
ALS;192008;129.3
ALS;192009;148.5
ALS;192010;1.2
ALS;192011;4.4
ALS;192012;56.9
ALS;192101;75.8
ALS;192102;8.7
ALS;192103;31.1
ALS;192104;75.5
ALS;192105;58.0
ALS;192106;143.3
ALS;192107;72.6
ALS;192108;130.7
ALS;192109;76.2
ALS;192110;80.4
ALS;192111;168.3
ALS;192112;68.3
ALS;192201;204.4
ALS;192202;104.7
ALS;192203;99.9
ALS;192204;142.9
ALS;192205;80.4
ALS;192206;270.1
ALS;192207;225.6
ALS;192208;152.7
ALS;192209;180.7
ALS;192210;119.8
ALS;192211;134.2
ALS;192212;91.9
ALS;192301;91.6
ALS;192302;100.6
ALS;192303;25.9
ALS;192304;74.4
ALS;192305;76.8
ALS;192306;173.5
ALS;192307;84.3
ALS;192308;91.6
ALS;192309;83.9
ALS;192310;164.0
ALS;192311;130.3
ALS;192312;182.5
ALS;192401;45.4
ALS;192402;20.6
ALS;192403;25.8
ALS;192404;151.9
ALS;192405;223.5
ALS;192406;178.3
ALS;192407;259.5
ALS;192408;216.9
ALS;192409;98.2
ALS;192410;50.2
ALS;192411;12.8
ALS;192412;47.4
ALS;192501;31.4
ALS;192502;57.8
ALS;192503;57.6
ALS;192504;101.9
ALS;192505;68.0
ALS;192506;52.3
ALS;192507;142.6
ALS;192508;173.8
ALS;192509;163.1
ALS;192510;98.4
ALS;192511;47.0
ALS;192512;146.7
ALS;192601;75.3
ALS;192602;49.4
ALS;192603;127.9
ALS;192604;53.4
ALS;192605;203.3
ALS;192606;297.6
ALS;192607;201.8
ALS;192608;93.2
ALS;192609;46.8
ALS;192610;112.6
ALS;192611;106.5
ALS;192612;61.9
ALS;192701;104.0
ALS;192702;69.4
ALS;192703;98.1
ALS;192704;185.5
ALS;192705;98.5
ALS;192706;156.7
ALS;192707;224.6
ALS;192708;212.2
ALS;192709;276.3
ALS;192710;19.9
ALS;192711;61.8
ALS;192712;39.9
ALS;192801;64.5
ALS;192802;141.7
ALS;192803;38.8
ALS;192804;76.7
ALS;192805;142.5
ALS;192806;163.7
ALS;192807;28.5
ALS;192808;199.2
ALS;192809;88.9
ALS;192810;115.5
ALS;192811;144.8
ALS;192812;95.0
ALS;192901;45.2
ALS;192902;16.1
ALS;192903;20.8
ALS;192904;115.3
ALS;192905;72.1
ALS;192906;110.8
ALS;192907;152.4
ALS;192908;112.3
ALS;192909;64.3
ALS;192910;131.1
ALS;192911;37.0
ALS;192912;136.2
ALS;193001;25.8
ALS;193002;12.7
ALS;193003;66.2
ALS;193004;131.4
ALS;193005;238.6
ALS;193006;102.7
ALS;193007;335.2
ALS;193008;142.7
ALS;193009;194.8
ALS;193010;226.3
ALS;193011;153.5
ALS;193012;60.9
ALS;193101;149.5
ALS;193102;142.0
ALS;193103;125.3
ALS;193104;95.5
ALS;193105;99.6
ALS;193106;148.1
ALS;193107;220.8
ALS;193108;187.4
ALS;193109;124.1
ALS;193110;81.6
ALS;193111;26.3
ALS;193112;66.9
ALS;193201;115.3
ALS;193202;6.9
ALS;193203;61.8
ALS;193204;93.3
ALS;193205;191.0
ALS;193206;131.0
ALS;193207;170.0
ALS;193208;113.4
ALS;193209;80.3
ALS;193210;147.7
ALS;193211;43.8
ALS;193212;13.0
ALS;193301;53.2
ALS;193302;70.0
ALS;193303;62.3
ALS;193304;90.1
ALS;193305;190.5
ALS;193306;231.6
ALS;193307;174.0
ALS;193308;55.7
ALS;193309;98.9
ALS;193310;129.2
ALS;193311;61.9
ALS;193312;20.3
ALS;193401;89.4
ALS;193402;2.5
ALS;193403;57.9
ALS;193404;18.0
ALS;193405;42.9
ALS;193406;199.8
ALS;193407;135.1
ALS;193408;239.9
ALS;193409;109.5
ALS;193410;114.3
ALS;193411;27.1
ALS;193412;80.5
ALS;193501;90.5
ALS;193502;248.7
ALS;193503;108.8
ALS;193504;157.2
ALS;193505;131.5
ALS;193506;119.7
ALS;193507;123.9
ALS;193508;159.0
ALS;193509;97.8
ALS;193510;204.1
ALS;193511;64.0
ALS;193512;118.6
ALS;193601;122.2
ALS;193602;84.2
ALS;193603;38.2
ALS;193604;147.7
ALS;193605;66.1
ALS;193606;159.1
ALS;193607;235.5
ALS;193608;156.4
ALS;193609;189.5
ALS;193610;103.3
ALS;193611;65.8
ALS;193612;111.1
ALS;193701;93.6
ALS;193702;216.0
ALS;193703;63.8
ALS;193704;111.1
ALS;193705;101.2
ALS;193706;249.9
ALS;193707;127.9
ALS;193708;236.0
ALS;193709;162.6
ALS;193710;58.4
ALS;193711;67.7
ALS;193712;85.1
ALS;193801;169.7
ALS;193802;62.4
ALS;193803;66.8
ALS;193804;65.8
ALS;193805;134.6
ALS;193806;122.2
ALS;193807;156.4
ALS;193808;235.5
ALS;193809;69.0
ALS;193810;57.9
ALS;193811;36.2
ALS;193812;90.9
ALS;193901;45.9
ALS;193902;26.5
ALS;193903;190.1
ALS;193904;40.8
ALS;193905;223.1
ALS;193906;142.2
ALS;193907;199.6
ALS;193908;93.4
ALS;193909;111.7
ALS;193910;211.3
ALS;193911;145.0
ALS;193912;102.1
ALS;194001;71.6
ALS;194002;101.5
ALS;194003;129.1
ALS;194004;69.0
ALS;194005;259.1
ALS;194006;124.6
ALS;194007;250.0
ALS;194008;147.7
ALS;194009;223.2
ALS;194010;42.4
ALS;194011;160.6
ALS;194012;96.9
ALS;194101;67.9
ALS;194102;57.2
ALS;194103;70.3
ALS;194104;52.1
ALS;194105;157.8
ALS;194106;119.2
ALS;194107;113.6
ALS;194108;262.5
ALS;194109;93.4
ALS;194110;192.2
ALS;194111;60.1
ALS;194112;62.4
ALS;194201;72.1
ALS;194202;52.3
ALS;194203;99.2
ALS;194204;54.0
ALS;194205;96.4
ALS;194206;141.7
ALS;194207;190.8
ALS;194208;140.2
ALS;194209;69.9
ALS;194210;95.0
ALS;194211;69.1
ALS;194212;36.5
ALS;194301;75.4
ALS;194302;61.4
ALS;194303;32.6
ALS;194304;88.1
