 

stn;time;rti150yx
CTO;1901;19010614
CTO;1902;19020829
CTO;1903;19031029
CTO;1904;19040913
CTO;1905;19050825
CTO;1906;19061107
CTO;1907;19070902
CTO;1908;19080523
CTO;1909;19090822
CTO;1910;19100829
CTO;1911;19110821
CTO;1912;19120303
CTO;1913;19131008
CTO;1914;19140722
CTO;1915;19150925
CTO;1916;19160328
CTO;1917;19171010
CTO;1918;19180803
CTO;1919;19190401
CTO;1920;19200920
CTO;1921;19210820
CTO;1922;19220715
CTO;1923;19230923
CTO;1924;19240813
CTO;1925;19250214
CTO;1926;19260515
CTO;1927;19271109
CTO;1928;19281021
CTO;1929;19290412
CTO;1930;19300723
CTO;1931;19311025
CTO;1932;19320922
CTO;1933;19331008
CTO;1934;19341004
CTO;1935;19351004
CTO;1936;19360701
CTO;1937;19371023
CTO;1938;19380820
CTO;1939;19390904
CTO;1940;19400706
CTO;1941;19410518
CTO;1942;19420803
CTO;1943;19430913
CTO;1944;19440721
CTO;1945;19451029
CTO;1946;19460622
CTO;1947;19470924
CTO;1948;19480809
CTO;1949;19490530
CTO;1950;19500604
CTO;1951;19510808
CTO;1952;19520401
CTO;1953;19530629
CTO;1954;19541209
CTO;1955;19550607
CTO;1956;19560827
CTO;1957;19570809
CTO;1958;19581012
CTO;1959;19591020
CTO;1960;19600818
CTO;1961;19610609
CTO;1962;19620904
CTO;1963;19631104
CTO;1964;19640419
CTO;1965;19650822
CTO;1966;19660506
CTO;1967;19670310
CTO;1968;19681101
CTO;1969;19691112
CTO;1970;19701114
CTO;1971;19710524
CTO;1972;19720902
CTO;1973;19730714
CTO;1974;19740626
CTO;1975;19750405
CTO;1976;19760928
CTO;1977;19771007
CTO;1978;19780807
CTO;1979;19790731
CTO;1980;19801016
CTO;1981;19810921
CTO;1982;19820906
CTO;1983;19830901
CTO;1984;19840904
CTO;1985;19850805
CTO;1986;19860417
CTO;1987;19870717
CTO;1988;19880820
CTO;1989;19890404
CTO;1990;19900605
CTO;1991;19910922
CTO;1992;19920909
CTO;1993;19930923
CTO;1994;19940912
CTO;1995;19950912
CTO;1996;19961117
CTO;1997;19970627
CTO;1998;19980904
CTO;1999;19991003
CTO;2000;20000930
CTO;2001;20010715
CTO;2002;20020503
CTO;2003;20031031
CTO;2004;20041101
CTO;2005;20050801
CTO;2006;20060625
CTO;2007;20070821
CTO;2008;20080904
CTO;2009;20090717
CTO;2010;20101031
CTO;2011;20111104
CTO;2012;20120825
CTO;2013;20131023
CTO;2014;20141104
CTO;2015;20150515
CTO;2016;20160616
CTO;2017;20170624
CTO;2018;20181027
CTO;2019;20190807
CTO;2020;20201002
