 

stn;time;fklnd3m0
IYABT;201608;0
IYABT;201609;0
IYABT;201610;0
IYABT;201611;1
IYABT;201612;4
IYABT;201701;1
IYABT;201702;0
IYABT;201703;1
IYABT;201704;0
IYABT;201705;0
IYABT;201706;0
IYABT;201707;0
IYABT;201708;0
IYABT;201709;0
IYABT;201710;2
IYABT;201711;0
IYABT;201712;2
IYABT;201801;1
IYABT;201802;0
IYABT;201803;0
IYABT;201804;0
IYABT;201805;0
IYABT;201806;0
IYABT;201807;0
IYABT;201808;0
IYABT;201809;0
IYABT;201810;3
IYABT;201811;0
IYABT;201812;2
IYABT;201901;4
IYABT;201902;1
IYABT;201903;0
