 

stn;time;tnd00xy0
PIO;1980;30
PIO;1981;31
PIO;1982;16
PIO;1983;21
PIO;1984;22
PIO;1985;27
PIO;1986;30
PIO;1987;23
PIO;1988;8
PIO;1989;16
PIO;1990;21
PIO;1991;29
PIO;1992;16
PIO;1993;19
PIO;1994;12
PIO;1995;23
PIO;1996;24
PIO;1997;10
PIO;1998;19
PIO;1999;28
PIO;2000;17
PIO;2001;22
PIO;2002;11
PIO;2003;20
PIO;2004;16
PIO;2005;42
PIO;2006;26
PIO;2007;11
PIO;2008;21
PIO;2009;29
PIO;2010;45
PIO;2011;12
PIO;2012;25
PIO;2013;18
PIO;2014;6
PIO;2015;9
PIO;2016;14
PIO;2017;29
PIO;2018;19
PIO;2019;13
PIO;2020;14
