 

stn;time;rti150yx
TDG;1961;19610712
TDG;1962;19620916
TDG;1963;19630803
TDG;1964;19640829
TDG;1965;19650707
TDG;1966;19661026
TDG;1967;19671115
TDG;1968;19680802
TDG;1969;19690427
TDG;1970;19700816
TDG;1971;19710826
TDG;1972;19720607
TDG;1973;19731006
TDG;1974;19740530
TDG;1975;19750914
TDG;1976;19760719
TDG;1977;19770429
TDG;1978;19780807
TDG;1979;19790127
TDG;1980;19800808
TDG;1981;19810525
TDG;1982;19820611
TDG;1983;19830524
TDG;1984;19840904
TDG;1985;19850122
TDG;1986;19860706
TDG;1987;19870923
TDG;1988;19881009
TDG;1989;19891028
TDG;1990;19900607
TDG;1991;19910616
TDG;1992;19921115
TDG;1993;19930909
TDG;1994;19940912
TDG;1995;19950512
TDG;1996;19960705
TDG;1997;19970621
TDG;1998;19980904
TDG;1999;19990809
TDG;2000;20000711
TDG;2001;20010609
TDG;2002;20021102
TDG;2003;20030830
TDG;2004;20040810
TDG;2005;20050416
TDG;2006;20060917
TDG;2007;20071202
TDG;2008;20080812
TDG;2009;20090717
TDG;2010;20100814
TDG;2011;20110904
TDG;2012;20121110
TDG;2013;20131102
TDG;2014;20141007
TDG;2015;20150501
TDG;2016;20161105
TDG;2017;20170603
TDG;2018;20180121
TDG;2019;20190922
TDG;2020;20200616
