 

stn;time;tnd00xy0
DLATT;1972;25
DLATT;1973;39
DLATT;1974;7
DLATT;1975;16
DLATT;1976;35
DLATT;1977;27
DLATT;1978;43
DLATT;1979;23
DLATT;1980;38
DLATT;1981;42
DLATT;1982;25
DLATT;1983;32
DLATT;1984;28
DLATT;1985;50
DLATT;1986;41
DLATT;1987;47
DLATT;1988;18
DLATT;1989;18
DLATT;1990;21
DLATT;1991;41
DLATT;1992;20
DLATT;1993;37
DLATT;1994;19
DLATT;1995;29
DLATT;1996;58
DLATT;1997;22
DLATT;1998;35
DLATT;1999;29
DLATT;2000;14
DLATT;2001;32
DLATT;2002;18
DLATT;2003;31
DLATT;2004;32
DLATT;2005;47
DLATT;2006;38
DLATT;2007;20
DLATT;2008;15
DLATT;2009;31
DLATT;2010;52
DLATT;2011;20
DLATT;2012;29
DLATT;2013;38
DLATT;2014;5
DLATT;2015;15
