 

stn;time;rsd300y0
GIH;1977;5
GIH;1978;6
GIH;1979;11
GIH;1980;2
GIH;1981;8
GIH;1982;8
GIH;1983;9
GIH;1984;4
GIH;1985;4
GIH;1986;7
GIH;1987;2
GIH;1988;2
GIH;1989;3
GIH;1990;9
GIH;1991;4
GIH;1992;6
GIH;1993;8
GIH;1994;5
GIH;1995;5
GIH;1996;7
GIH;1997;7
GIH;1998;4
GIH;1999;3
GIH;2000;3
GIH;2001;3
GIH;2002;10
GIH;2003;3
GIH;2004;6
GIH;2005;5
GIH;2006;4
GIH;2007;8
GIH;2008;8
GIH;2009;3
GIH;2010;6
GIH;2011;4
GIH;2012;5
GIH;2013;2
GIH;2014;3
GIH;2015;8
GIH;2016;4
GIH;2017;6
GIH;2018;6
GIH;2019;1
GIH;2020;8
