 

stn;time;rti150yx
WGI;1901;19010615
WGI;1902;19020517
WGI;1903;19030815
WGI;1904;19040523
WGI;1905;19050805
WGI;1906;19060519
WGI;1907;19070815
WGI;1908;19080505
WGI;1909;19090622
WGI;1910;19100710
WGI;1911;19110517
WGI;1912;19120613
WGI;1913;19130806
WGI;1914;19140110
WGI;1915;19150407
WGI;1916;19160603
WGI;1917;19170912
WGI;1918;19180910
WGI;1919;19190708
WGI;1920;19200727
WGI;1921;19210517
WGI;1922;19220715
WGI;1923;19230731
WGI;1924;19240628
WGI;1925;19250709
WGI;1926;19260622
WGI;1927;19270825
WGI;1928;19281001
WGI;1929;19291020
WGI;1930;19300719
WGI;1931;19310707
WGI;1932;19320709
WGI;1933;19330621
WGI;1934;19340909
WGI;1935;19351201
WGI;1936;19360926
WGI;1937;19370414
WGI;1938;19380820
WGI;1939;19390904
WGI;1940;19400911
WGI;1941;19410803
WGI;1942;19420927
WGI;1943;19430723
WGI;1944;19441107
WGI;1945;19450808
WGI;1946;19460613
WGI;1947;19470717
WGI;1948;19480619
WGI;1949;19490405
WGI;1950;19501125
WGI;1951;19510327
WGI;1952;19521025
WGI;1953;19530625
WGI;1954;19540517
WGI;1955;19550607
WGI;1956;19561003
WGI;1957;19570710
WGI;1958;19580610
WGI;1959;19590607
WGI;1960;19600818
WGI;1961;19610712
WGI;1962;19620101
WGI;1963;19630607
WGI;1964;19640504
WGI;1965;19650604
WGI;1966;19660208
WGI;1967;19671116
WGI;1968;19680921
