 

stn;time;rhs150m0
ENT;188208;130.8
ENT;188209;275.0
ENT;188210;158.7
ENT;188211;159.1
ENT;188212;192.9
ENT;188301;47.7
ENT;188302;52.2
ENT;188303;84.2
ENT;188304;71.6
ENT;188305;115.9
ENT;188306;263.6
ENT;188307;216.9
ENT;188308;75.0
ENT;188309;105.6
ENT;188310;109.1
ENT;188311;109.9
ENT;188312;105.7
ENT;188401;48.1
ENT;188402;86.6
ENT;188403;31.4
ENT;188404;66.1
ENT;188405;124.8
ENT;188406;167.1
ENT;188407;222.5
ENT;188408;139.2
ENT;188409;80.4
ENT;188410;53.9
ENT;188411;31.2
ENT;188412;123.5
ENT;188501;16.6
ENT;188502;108.4
ENT;188503;72.4
ENT;188504;61.7
ENT;188505;207.3
ENT;188506;61.7
ENT;188507;78.6
ENT;188508;120.7
ENT;188509;144.7
ENT;188510;187.5
ENT;188511;70.0
ENT;188512;108.2
ENT;188601;62.9
ENT;188602;59.1
ENT;188603;67.2
ENT;188604;121.7
ENT;188605;77.6
ENT;188606;193.3
ENT;188607;122.6
ENT;188608;250.0
ENT;188609;69.3
ENT;188610;102.4
ENT;188611;71.8
ENT;188612;147.6
ENT;188701;8.7
ENT;188702;6.9
ENT;188703;142.7
ENT;188704;84.1
ENT;188705;158.8
ENT;188706;64.6
ENT;188707;177.9
ENT;188708;181.9
ENT;188709;100.8
ENT;188710;78.1
ENT;188711;40.6
ENT;188712;138.9
ENT;188801;38.4
ENT;188802;76.0
ENT;188803;131.0
ENT;188804;128.9
ENT;188805;81.3
ENT;188806;172.0
ENT;188807;203.2
ENT;188808;188.1
ENT;188809;218.0
ENT;188810;110.2
ENT;188811;53.9
ENT;188812;11.7
ENT;188901;13.2
ENT;188902;146.5
ENT;188903;98.9
ENT;188904;100.6
ENT;188905;125.2
ENT;188906;227.2
ENT;188907;155.6
ENT;188908;116.6
ENT;188909;137.0
ENT;188910;147.7
ENT;188911;83.7
ENT;188912;47.5
ENT;189001;70.7
ENT;189002;9.6
ENT;189003;39.2
ENT;189004;104.4
ENT;189005;115.2
ENT;189006;128.5
ENT;189007;142.5
ENT;189008;270.3
ENT;189009;57.9
ENT;189010;129.2
ENT;189011;78.6
ENT;189012;17.1
ENT;189101;38.6
ENT;189102;8.0
ENT;189103;138.6
ENT;189104;117.0
ENT;189105;133.7
ENT;189106;167.6
ENT;189107;230.6
ENT;189108;118.1
ENT;189109;134.4
ENT;189110;82.4
ENT;189111;84.5
ENT;189112;138.4
ENT;189201;80.3
ENT;189202;90.3
ENT;189203;58.0
ENT;189204;129.7
ENT;189205;54.1
ENT;189206;162.4
ENT;189207;202.0
ENT;189208;94.9
ENT;189209;186.5
ENT;189210;150.5
ENT;189211;48.6
ENT;189212;59.0
ENT;189301;82.1
ENT;189302;106.6
ENT;189303;35.2
ENT;189304;0.6
ENT;189305;203.6
ENT;189306;111.2
ENT;189307;180.8
ENT;189308;40.6
ENT;189309;95.5
ENT;189310;87.4
ENT;189311;119.9
ENT;189312;30.3
ENT;189401;47.3
ENT;189402;36.3
ENT;189403;68.7
ENT;189404;158.1
ENT;189405;178.0
ENT;189406;103.1
ENT;189407;195.6
ENT;189408;127.0
ENT;189409;130.9
ENT;189410;121.6
ENT;189411;41.1
ENT;189412;78.4
ENT;189501;93.7
ENT;189502;41.8
ENT;189503;130.4
ENT;189504;86.0
ENT;189505;121.9
ENT;189506;91.7
ENT;189507;119.7
ENT;189508;143.3
ENT;189509;9.7
ENT;189510;111.9
ENT;189511;98.3
ENT;189512;153.6
ENT;189601;44.8
ENT;189602;18.4
ENT;189603;183.8
ENT;189604;167.0
ENT;189605;242.0
ENT;189606;160.3
ENT;189607;138.0
ENT;189608;279.1
ENT;189609;224.3
ENT;189610;132.3
ENT;189611;66.6
ENT;189612;45.6
ENT;189701;50.6
ENT;189702;166.3
ENT;189703;95.0
ENT;189704;136.8
ENT;189705;183.0
ENT;189706;159.2
ENT;189707;162.1
ENT;189708;251.5
ENT;189709;249.9
ENT;189710;56.5
ENT;189711;33.8
ENT;189712;52.1
ENT;189801;11.3
ENT;189802;134.8
ENT;189803;45.8
ENT;189804;124.3
ENT;189805;155.5
ENT;189806;232.3
ENT;189807;139.0
ENT;189808;82.7
ENT;189809;48.5
ENT;189810;142.3
ENT;189811;91.3
ENT;189812;50.7
ENT;189901;171.0
ENT;189902;33.4
ENT;189903;31.6
ENT;189904;170.5
