 

stn;time;hto000y0
WYN;1978;1
WYN;1979;1
WYN;1980;1
WYN;1981;2
WYN;1982;0
WYN;1983;0
WYN;1984;1
WYN;1985;2
WYN;1986;3
WYN;1987;0
WYN;1988;1
WYN;1989;0
WYN;1990;1
WYN;1991;0
WYN;1992;0
WYN;1993;0
WYN;1994;0
WYN;1995;0
WYN;1996;0
WYN;1997;0
WYN;1998;0
WYN;1999;1
WYN;2000;0
WYN;2001;0
WYN;2002;0
WYN;2003;1
WYN;2004;1
WYN;2005;2
WYN;2006;1
WYN;2007;0
WYN;2008;1
WYN;2009;1
