 

stn;time;rre150m0
DEM;189208;89.9
DEM;189209;118.9
DEM;189210;109.5
DEM;189211;42.5
DEM;189212;36.1
DEM;189301;36.8
DEM;189302;84.2
DEM;189303;25.3
DEM;189304;0.0
DEM;189305;23.3
DEM;189306;87.5
DEM;189307;111.8
DEM;189308;9.5
DEM;189309;111.4
DEM;189310;50.6
DEM;189311;69.2
DEM;189312;19.4
DEM;189401;30.7
DEM;189402;25.6
DEM;189403;45.8
DEM;189404;81.4
DEM;189405;157.3
DEM;189406;85.8
DEM;189407;174.0
DEM;189408;81.4
DEM;189409;98.8
DEM;189410;99.3
DEM;189411;29.3
DEM;189412;55.0
DEM;189501;85.2
DEM;189502;10.7
DEM;189503;48.2
DEM;189504;91.8
DEM;189505;55.8
DEM;189506;104.6
DEM;189507;53.9
DEM;189508;73.3
DEM;189509;4.6
DEM;189510;65.7
DEM;189511;80.4
DEM;189512;157.6
DEM;189601;20.0
DEM;189602;12.6
DEM;189603;153.3
DEM;189604;79.6
DEM;189605;78.1
DEM;189606;171.6
DEM;189607;197.7
DEM;189608;158.7
DEM;189609;172.1
DEM;189610;191.9
DEM;189611;58.2
DEM;189612;50.4
DEM;189701;26.1
DEM;189702;113.1
DEM;189703;64.4
DEM;189704;82.5
DEM;189705;30.8
DEM;189706;89.8
DEM;189707;98.8
DEM;189708;168.3
DEM;189709;133.1
DEM;189710;22.1
DEM;189711;6.9
DEM;189712;41.9
DEM;189801;14.1
DEM;189802;120.3
DEM;189803;29.5
DEM;189804;89.4
DEM;189805;118.5
DEM;189806;145.8
DEM;189807;54.8
DEM;189808;41.5
DEM;189809;19.5
DEM;189810;128.2
DEM;189811;76.2
DEM;189812;43.9
DEM;189901;111.6
DEM;189902;19.3
DEM;189903;25.6
DEM;189904;164.5
DEM;189905;107.3
DEM;189906;58.5
DEM;189907;69.2
DEM;189908;30.1
DEM;189909;75.9
DEM;189910;58.0
DEM;189911;13.8
DEM;189912;76.9
DEM;190001;119.5
DEM;190002;60.1
DEM;190003;54.5
DEM;190004;22.0
DEM;190005;68.4
DEM;190006;60.0
DEM;190007;116.6
DEM;190008;149.7
DEM;190009;74.1
DEM;190010;43.9
DEM;190011;65.4
DEM;190012;93.0
DEM;190101;45.8
DEM;190102;36.6
DEM;190103;67.4
DEM;190104;177.2
DEM;190105;29.0
DEM;190106;160.6
DEM;190107;72.2
DEM;190108;147.5
DEM;190109;151.7
DEM;190110;75.5
DEM;190111;31.3
DEM;190112;49.5
DEM;190201;52.3
DEM;190202;71.0
DEM;190203;82.9
DEM;190204;70.9
DEM;190205;94.5
DEM;190206;32.1
