 

stn;time;rre150y0
KLO;1949;620.6
KLO;1950;996.9
KLO;1951;954.7
KLO;1952;1091.1
KLO;1953;828.2
KLO;1954;1052.9
KLO;1955;1261.2
KLO;1956;993.8
KLO;1957;954.6
KLO;1958;1215.1
KLO;1959;908.7
KLO;1960;1100.3
KLO;1961;917.0
KLO;1962;779.7
KLO;1963;937.6
KLO;1964;844.4
KLO;1965;1377.7
KLO;1966;1206.1
KLO;1967;1005.9
KLO;1968;1079.2
KLO;1969;958.0
KLO;1970;1120.8
KLO;1971;720.8
KLO;1972;979.1
KLO;1973;865.3
KLO;1974;966.3
KLO;1975;1028.1
KLO;1976;805.8
KLO;1977;1196.9
KLO;1978;995.1
KLO;1979;1060.3
KLO;1980;907.3
KLO;1981;1105.7
KLO;1982;945.1
KLO;1983;838.2
KLO;1984;781.3
KLO;1985;760.8
KLO;1986;1091.8
KLO;1987;938.0
KLO;1988;1027.3
KLO;1989;732.4
KLO;1990;995.7
KLO;1991;751.9
KLO;1992;877.4
KLO;1993;884.9
KLO;1994;967.8
KLO;1995;1264.5
KLO;1996;896.5
KLO;1997;800.6
KLO;1998;907.9
KLO;1999;1295.2
KLO;2000;978.2
KLO;2001;1436.4
KLO;2002;1154.1
KLO;2003;843.7
KLO;2004;1014.5
KLO;2005;1007.1
KLO;2006;1158.1
KLO;2007;1103.4
KLO;2008;1061.4
KLO;2009;946.7
KLO;2010;1089.7
KLO;2011;818.1
KLO;2012;1201.1
KLO;2013;1004.3
KLO;2014;885.9
KLO;2015;772.3
KLO;2016;1081.1
KLO;2017;868.8
KLO;2018;853.8
KLO;2019;1072.5
KLO;2020;837.8
