 

stn;time;tnd00xy0
DLFRI;1947;32
DLFRI;1948;19
DLFRI;1949;16
DLFRI;1950;25
DLFRI;1951;6
DLFRI;1952;29
DLFRI;1953;22
DLFRI;1954;23
DLFRI;1955;19
DLFRI;1956;37
DLFRI;1957;18
DLFRI;1958;13
DLFRI;1959;11
DLFRI;1960;16
DLFRI;1961;19
DLFRI;1962;24
DLFRI;1963;52
DLFRI;1964;30
DLFRI;1965;17
DLFRI;1966;16
DLFRI;1967;21
DLFRI;1968;25
DLFRI;1969;33
DLFRI;1970;19
DLFRI;1971;28
DLFRI;1972;16
DLFRI;1973;14
DLFRI;1974;2
DLFRI;1975;13
DLFRI;1976;25
DLFRI;1977;10
DLFRI;1978;30
DLFRI;1979;15
