 

stn;time;rzz150mx
GRE;201307;7.3
GRE;201308;7.8
GRE;201309;6.4
GRE;201310;2.2
GRE;201311;2.0
GRE;201312;1.0
GRE;201401;1.2
GRE;201402;1.2
GRE;201403;1.4
GRE;201404;1.1
GRE;201405;2.8
GRE;201406;10.6
GRE;201407;11.2
GRE;201408;5.9
GRE;201409;5.1
GRE;201410;3.4
GRE;201411;0.9
GRE;201412;2.9
GRE;201501;1.7
GRE;201502;0.8
GRE;201503;1.1
GRE;201504;0.9
GRE;201505;3.4
GRE;201506;2.4
GRE;201507;2.9
GRE;201508;8.3
GRE;201509;1.8
GRE;201510;1.2
GRE;201511;5.4
GRE;201512;0.9
GRE;201601;1.6
GRE;201602;2.1
GRE;201603;1.7
GRE;201604;2.0
GRE;201605;2.8
GRE;201606;8.9
GRE;201607;10.2
GRE;201608;3.5
GRE;201609;1.8
GRE;201610;2.3
GRE;201611;2.7
GRE;201612;0.0
GRE;201701;1.3
GRE;201702;1.8
GRE;201703;1.5
GRE;201704;1.1
GRE;201705;6.9
GRE;201706;12.0
GRE;201707;9.4
GRE;201708;9.3
GRE;201709;3.5
GRE;201710;2.5
GRE;201711;2.9
GRE;201712;1.3
GRE;201801;2.7
GRE;201802;0.6
GRE;201803;1.2
GRE;201804;1.2
GRE;201805;3.0
GRE;201806;10.7
GRE;201807;11.4
GRE;201808;2.7
GRE;201809;3.5
GRE;201810;0.4
GRE;201811;1.0
GRE;201812;2.0
GRE;201901;0.7
GRE;201902;1.2
GRE;201903;1.1
GRE;201904;1.1
GRE;201905;1.7
GRE;201906;6.3
GRE;201907;5.3
GRE;201908;4.1
GRE;201909;2.0
GRE;201910;1.7
GRE;201911;2.4
GRE;201912;1.3
GRE;202001;1.4
GRE;202002;3.1
GRE;202003;1.9
GRE;202004;1.8
GRE;202005;8.3
GRE;202006;13.9
GRE;202007;11.0
GRE;202008;2.4
GRE;202009;1.9
GRE;202010;1.3
GRE;202011;2.4
GRE;202012;1.6
GRE;202101;1.7
GRE;202102;1.3
GRE;202103;1.1
