 

stn;time;hns000mx
WEE;201602;1
WEE;201603;1
WEE;201604;0
WEE;201605;0
WEE;201606;0
WEE;201607;0
WEE;201608;0
WEE;201609;0
WEE;201610;0
WEE;201611;0
WEE;201612;1
WEE;201701;15
WEE;201702;0
WEE;201703;0
WEE;201704;2
WEE;201705;0
WEE;201706;0
WEE;201707;0
WEE;201708;0
WEE;201709;0
WEE;201710;0
WEE;201711;2
WEE;201712;15
WEE;201801;1
WEE;201802;6
WEE;201803;3
WEE;201804;0
WEE;201805;0
WEE;201806;0
WEE;201807;0
WEE;201808;0
WEE;201809;0
WEE;201810;0
WEE;201811;0
WEE;201812;5
WEE;201901;20
WEE;201902;17
WEE;201903;2
WEE;201904;1
WEE;201905;4
WEE;201906;0
WEE;201907;0
WEE;201908;0
WEE;201909;0
WEE;201910;0
WEE;201911;0
WEE;201912;0
WEE;202001;0
WEE;202002;1
WEE;202003;0
WEE;202004;0
WEE;202005;0
WEE;202006;0
WEE;202007;0
WEE;202008;0
WEE;202009;0
WEE;202010;0
WEE;202011;5
WEE;202012;10
WEE;202101;35
WEE;202102;3
WEE;202103;0
