 

stn;time;fklnd3m0
DEM;201208;0
DEM;201209;0
DEM;201210;0
DEM;201211;0
DEM;201212;0
DEM;201301;0
DEM;201302;0
DEM;201303;0
DEM;201304;0
DEM;201305;0
DEM;201306;0
DEM;201307;0
DEM;201308;0
DEM;201309;0
DEM;201310;0
DEM;201311;0
DEM;201312;0
DEM;201401;0
DEM;201402;1
DEM;201403;0
DEM;201404;0
DEM;201405;0
DEM;201406;0
DEM;201407;0
DEM;201408;0
DEM;201409;0
DEM;201410;0
DEM;201411;0
DEM;201412;0
DEM;201501;0
DEM;201502;0
DEM;201503;1
DEM;201504;0
DEM;201505;0
DEM;201506;0
DEM;201507;0
DEM;201508;0
DEM;201509;0
DEM;201510;0
DEM;201511;1
DEM;201512;0
DEM;201601;0
DEM;201602;2
DEM;201603;0
DEM;201604;0
DEM;201605;0
DEM;201606;0
DEM;201607;0
DEM;201608;0
DEM;201609;0
DEM;201610;0
DEM;201611;0
DEM;201612;0
DEM;201701;0
DEM;201702;1
DEM;201703;0
DEM;201704;0
DEM;201705;0
DEM;201706;0
DEM;201707;0
DEM;201708;0
DEM;201709;0
DEM;201710;0
DEM;201711;0
DEM;201712;0
DEM;201801;1
DEM;201802;0
DEM;201803;0
DEM;201804;0
DEM;201805;0
DEM;201806;0
DEM;201807;0
DEM;201808;0
DEM;201809;0
DEM;201810;0
DEM;201811;0
DEM;201812;1
DEM;201901;0
DEM;201902;1
DEM;201903;1
DEM;201904;0
DEM;201905;0
DEM;201906;0
DEM;201907;0
DEM;201908;0
DEM;201909;0
DEM;201910;0
DEM;201911;0
DEM;201912;0
DEM;202001;0
DEM;202002;5
DEM;202003;0
DEM;202004;0
DEM;202005;0
DEM;202006;0
DEM;202007;0
DEM;202008;0
DEM;202009;0
DEM;202010;1
DEM;202011;0
DEM;202012;1
DEM;202101;0
DEM;202102;0
DEM;202103;0
