 

stn;time;rsd700y0
IYTAU;1949;0
IYTAU;1950;0
IYTAU;1951;0
IYTAU;1952;0
IYTAU;1953;0
IYTAU;1954;0
IYTAU;1955;0
IYTAU;1956;0
IYTAU;1957;0
IYTAU;1958;0
IYTAU;1959;0
IYTAU;1960;1
IYTAU;1961;0
IYTAU;1962;0
IYTAU;1963;0
IYTAU;1964;0
IYTAU;1965;0
IYTAU;1966;0
IYTAU;1967;0
IYTAU;1968;0
IYTAU;1969;0
IYTAU;1970;0
IYTAU;1971;0
IYTAU;1972;0
IYTAU;1973;0
IYTAU;1974;0
IYTAU;1975;0
IYTAU;1976;0
IYTAU;1977;0
IYTAU;1978;0
IYTAU;1979;0
IYTAU;1980;0
IYTAU;1981;0
IYTAU;1982;0
IYTAU;1983;1
IYTAU;1984;0
IYTAU;1985;0
IYTAU;1986;0
IYTAU;1987;0
IYTAU;1988;0
IYTAU;1989;0
IYTAU;1990;0
IYTAU;1991;0
IYTAU;1992;0
IYTAU;1993;0
IYTAU;1994;0
IYTAU;1995;0
IYTAU;1996;0
IYTAU;1997;0
IYTAU;1998;0
IYTAU;1999;0
