 

stn;time;rti150yx
RIG;1972;19721122
RIG;1973;19730623
RIG;1974;19740605
RIG;1975;19750531
RIG;1976;19761209
RIG;1977;19770428
RIG;1978;19780807
RIG;1979;19791211
RIG;1980;19800922
RIG;1981;19810312
RIG;1982;19820622
RIG;1983;19830831
RIG;1984;19840914
RIG;1985;19851228
RIG;1986;19860804
RIG;1987;19870926
RIG;1988;19881010
RIG;1989;19890827
RIG;1990;19900729
RIG;1991;19910616
RIG;1992;19921028
RIG;1993;19930710
RIG;1994;19940518
RIG;1995;19951225
RIG;1996;19960707
RIG;1997;19970621
RIG;1998;19981103
RIG;1999;19990809
RIG;2000;20000605
RIG;2001;20010627
RIG;2002;20020909
