 

stn;time;rti150yx
NABDAV;1996;19960827
NABDAV;1997;19970828
NABDAV;1998;19980727
NABDAV;1999;19991003
NABDAV;2000;20000724
NABDAV;2001;20010610
NABDAV;2002;20021017
NABDAV;2003;20031008
NABDAV;2004;20040819
NABDAV;2005;20051216
NABDAV;2006;20060803
NABDAV;2007;20071110
NABDAV;2008;20080713
NABDAV;2009;20090717
NABDAV;2010;20100805
NABDAV;2011;20110918
NABDAV;2012;20120825
NABDAV;2013;20130623
NABDAV;2014;20140629
NABDAV;2015;20150514
NABDAV;2016;20160616
NABDAV;2017;20170831
NABDAV;2018;20181027
NABDAV;2019;20190113
NABDAV;2020;20200828
