 

stn;time;rre150yx
SCE;1904;36.6
SCE;1905;52.0
SCE;1906;50.3
SCE;1907;52.0
SCE;1908;59.0
SCE;1909;44.0
SCE;1910;76.0
SCE;1911;35.5
SCE;1912;75.0
SCE;1913;32.5
SCE;1914;53.0
SCE;1915;53.0
SCE;1916;33.5
SCE;1917;38.5
SCE;1918;40.0
SCE;1919;41.0
SCE;1920;59.0
SCE;1921;43.0
SCE;1922;48.0
SCE;1923;40.0
SCE;1924;31.0
SCE;1925;59.0
SCE;1926;59.2
SCE;1927;58.0
SCE;1928;43.7
SCE;1929;40.0
SCE;1930;53.0
SCE;1931;51.0
SCE;1932;40.0
SCE;1933;47.5
SCE;1934;53.4
SCE;1935;72.4
SCE;1936;38.2
SCE;1937;32.8
SCE;1938;59.0
SCE;1939;64.7
SCE;1940;42.7
SCE;1941;39.4
SCE;1942;36.1
SCE;1943;41.4
SCE;1944;61.7
SCE;1945;40.2
SCE;1946;50.0
SCE;1947;36.5
SCE;1948;53.3
