 

stn;time;rsd300y0
GLA;1900;3
GLA;1901;8
GLA;1902;3
GLA;1903;3
GLA;1904;2
GLA;1905;5
GLA;1906;9
GLA;1907;4
GLA;1908;7
GLA;1909;7
GLA;1910;6
GLA;1911;3
GLA;1912;4
GLA;1913;5
GLA;1914;7
GLA;1915;3
GLA;1916;7
GLA;1917;5
GLA;1918;9
GLA;1919;8
GLA;1920;5
GLA;1921;7
GLA;1922;8
GLA;1923;5
GLA;1924;9
GLA;1925;7
GLA;1926;5
GLA;1927;8
GLA;1928;6
GLA;1929;4
GLA;1930;9
GLA;1931;5
GLA;1932;5
GLA;1933;5
GLA;1934;9
GLA;1935;15
GLA;1936;6
GLA;1937;7
GLA;1938;6
GLA;1939;10
GLA;1940;18
GLA;1941;4
GLA;1942;4
GLA;1943;5
GLA;1944;8
GLA;1945;8
GLA;1946;5
GLA;1947;5
GLA;1948;3
GLA;1949;3
GLA;1950;12
GLA;1951;4
GLA;1952;6
GLA;1953;4
GLA;1954;13
GLA;1955;6
GLA;1956;10
GLA;1957;6
GLA;1958;7
GLA;1959;4
GLA;1960;13
GLA;1961;12
GLA;1962;17
GLA;1963;6
GLA;1964;16
GLA;1965;13
GLA;1966;20
GLA;1967;14
GLA;1968;12
GLA;1969;7
GLA;1970;21
GLA;1971;11
GLA;1972;7
GLA;1973;8
GLA;1974;11
GLA;1975;6
GLA;1976;5
GLA;1977;6
GLA;1978;5
GLA;1979;12
GLA;1980;3
GLA;1981;5
GLA;1982;5
GLA;1983;7
GLA;1984;5
GLA;1985;8
GLA;1986;10
GLA;1987;8
GLA;1988;8
GLA;1989;5
GLA;1990;8
GLA;1991;9
GLA;1992;11
GLA;1993;11
GLA;1994;7
GLA;1995;11
GLA;1996;10
GLA;1997;8
GLA;1998;6
GLA;1999;9
GLA;2000;6
GLA;2001;8
GLA;2002;10
GLA;2003;3
GLA;2004;9
GLA;2005;4
GLA;2006;5
GLA;2007;7
GLA;2008;9
GLA;2009;6
GLA;2010;8
GLA;2011;11
GLA;2012;7
GLA;2013;7
GLA;2014;12
GLA;2015;4
GLA;2016;5
GLA;2017;8
GLA;2018;7
GLA;2019;9
GLA;2020;5
