 

stn;time;rhh150yx
SIO;1981;5.0
SIO;1982;6.4
SIO;1983;27.1
SIO;1984;8.7
SIO;1985;7.3
SIO;1986;11.3
SIO;1987;7.7
SIO;1988;9.6
SIO;1989;7.7
SIO;1990;15.1
SIO;1991;6.7
SIO;1992;18.3
SIO;1993;11.9
SIO;1994;15.3
SIO;1995;9.3
SIO;1996;8.3
SIO;1997;16.2
SIO;1998;6.0
SIO;1999;13.0
SIO;2000;7.9
SIO;2001;8.1
SIO;2002;11.4
SIO;2003;15.9
SIO;2004;6.8
SIO;2005;9.4
SIO;2006;10.8
SIO;2007;8.6
SIO;2008;6.2
SIO;2009;11.8
SIO;2010;8.9
SIO;2011;8.9
SIO;2012;10.2
SIO;2013;6.7
SIO;2014;7.3
SIO;2015;14.3
SIO;2016;6.8
SIO;2017;8.5
SIO;2018;46.9
SIO;2019;33.1
SIO;2020;16.4
