 

stn;time;rzz150mx
IYBRU;200110;1.8
IYBRU;200111;0.8
IYBRU;200112;0.2
IYBRU;200201;0.2
IYBRU;200202;0.8
IYBRU;200203;1.0
IYBRU;200204;1.4
IYBRU;200205;1.8
IYBRU;200206;11.6
IYBRU;200207;4.8
IYBRU;200208;9.4
IYBRU;200209;2.4
IYBRU;200210;1.6
IYBRU;200211;1.6
IYBRU;200212;0.8
IYBRU;200301;0.6
IYBRU;200302;0.4
IYBRU;200303;0.2
IYBRU;200304;0.6
IYBRU;200305;6.8
IYBRU;200306;9.6
IYBRU;200307;6.2
IYBRU;200308;5.4
IYBRU;200309;2.6
IYBRU;200310;4.8
IYBRU;200311;1.0
IYBRU;200312;0.4
IYBRU;200401;0.6
IYBRU;200402;0.8
IYBRU;200403;0.8
IYBRU;200404;1.2
IYBRU;200405;2.6
IYBRU;200406;4.6
IYBRU;200407;4.8
IYBRU;200408;3.6
IYBRU;200409;2.4
IYBRU;200410;2.2
IYBRU;200411;1.6
IYBRU;200412;0.4
IYBRU;200501;0.4
IYBRU;200502;0.6
IYBRU;200503;0.4
IYBRU;200504;1.0
IYBRU;200505;10.0
IYBRU;200506;2.0
IYBRU;200507;8.6
IYBRU;200508;13.8
IYBRU;200509;1.6
IYBRU;200510;1.2
IYBRU;200511;0.6
IYBRU;200512;0.6
IYBRU;200601;0.2
IYBRU;200602;0.4
IYBRU;200603;1.0
IYBRU;200604;1.2
IYBRU;200605;2.6
IYBRU;200606;8.4
IYBRU;200607;7.0
IYBRU;200608;3.8
IYBRU;200609;6.6
IYBRU;200610;1.4
IYBRU;200611;0.8
IYBRU;200612;0.8
IYBRU;200701;1.4
IYBRU;200702;1.0
IYBRU;200703;0.8
IYBRU;200704;3.4
IYBRU;200705;3.0
IYBRU;200706;7.0
IYBRU;200707;4.6
IYBRU;200708;6.6
IYBRU;200709;2.4
IYBRU;200710;0.4
IYBRU;200711;0.6
IYBRU;200712;0.4
IYBRU;200801;0.8
IYBRU;200802;0.4
IYBRU;200803;1.2
IYBRU;200804;1.2
IYBRU;200805;1.0
IYBRU;200806;2.2
IYBRU;200807;11.2
IYBRU;200808;8.2
IYBRU;200809;4.0
IYBRU;200810;1.6
IYBRU;200811;3.0
IYBRU;200812;2.2
IYBRU;200901;0.6
IYBRU;200902;0.6
IYBRU;200903;3.0
IYBRU;200904;1.8
IYBRU;200905;2.4
IYBRU;200906;3.2
IYBRU;200907;5.8
IYBRU;200908;9.8
IYBRU;200909;6.8
IYBRU;200910;1.8
