 

stn;time;rti150yx
DID;1957;19570224
DID;1958;19580221
DID;1959;19590711
DID;1960;19600818
DID;1961;19610606
DID;1962;19620101
DID;1963;19630717
DID;1964;19640504
DID;1965;19650730
DID;1966;19660208
DID;1967;19670607
DID;1968;19680921
DID;1969;19690826
DID;1970;19700203
DID;1971;19710810
DID;1972;19720720
DID;1973;19730623
DID;1974;19740720
DID;1975;19750623
DID;1976;19760726
DID;1977;19770428
DID;1978;19780807
DID;1979;19790311
DID;1980;19800726
DID;1981;19810809
DID;1982;19821006
DID;1983;19831126
DID;1984;19841001
DID;1985;19850816
DID;1986;19860409
DID;1987;19870925
DID;1988;19880312
DID;1989;19890911
DID;1990;19900214
DID;1991;19910616
DID;1992;19920624
DID;1993;19930705
DID;1994;19940518
