 

stn;time;hns000y0
LYN;1931;397
LYN;1932;352
LYN;1933;283
LYN;1934;365
LYN;1935;656
LYN;1936;379
LYN;1937;328
LYN;1938;392
LYN;1939;543
LYN;1940;394
LYN;1941;434
LYN;1942;284
LYN;1943;433
LYN;1944;585
LYN;1945;454
LYN;1946;381
LYN;1947;391
LYN;1948;267
LYN;1949;381
LYN;1950;481
LYN;1951;492
LYN;1952;801
LYN;1953;322
LYN;1954;513
LYN;1955;331
LYN;1956;343
LYN;1957;273
LYN;1958;543
LYN;1959;446
LYN;1960;311
LYN;1961;322
LYN;1962;639
LYN;1963;315
LYN;1964;285
LYN;1965;775
LYN;1966;681
LYN;1967;459
LYN;1968;872
LYN;1969;576
LYN;1970;950
LYN;1971;384
LYN;1972;273
LYN;1973;488
LYN;1974;587
LYN;1975;370
