 

stn;time;tnd00xy0
DOL;1973;95
DOL;1974;110
DOL;1975;84
DOL;1976;104
DOL;1977;89
DOL;1978;98
DOL;1979;95
DOL;1980;106
DOL;1981;95
DOL;1982;61
DOL;1983;58
DOL;1984;92
DOL;1985;90
DOL;1986;87
DOL;1987;75
DOL;1988;66
DOL;1989;30
DOL;1990;57
DOL;1991;70
DOL;1992;51
DOL;1993;58
DOL;1994;62
DOL;1995;60
DOL;1996;57
DOL;1997;39
DOL;1998;73
DOL;1999;80
DOL;2000;59
DOL;2001;75
DOL;2002;45
DOL;2003;65
DOL;2004;73
DOL;2005;89
DOL;2006;66
DOL;2007;49
DOL;2008;66
DOL;2009;79
DOL;2010;98
DOL;2011;37
DOL;2012;74
DOL;2013;77
DOL;2014;54
DOL;2015;52
DOL;2016;58
DOL;2017;58
DOL;2018;59
DOL;2019;63
DOL;2020;44
