 

stn;time;rzz150mx
BEY;201511;4.5
BEY;201512;0.7
BEY;201601;1.5
BEY;201602;2.6
BEY;201603;1.1
BEY;201604;2.1
BEY;201605;4.1
BEY;201606;3.7
BEY;201607;6.2
BEY;201608;4.1
BEY;201609;1.7
BEY;201610;3.1
BEY;201611;1.5
BEY;201612;0.2
BEY;201701;1.7
BEY;201702;2.4
BEY;201703;1.4
BEY;201704;0.7
BEY;201705;2.0
BEY;201706;3.9
BEY;201707;11.9
BEY;201708;3.6
BEY;201709;2.7
BEY;201710;1.7
BEY;201711;4.3
BEY;201712;2.1
BEY;201801;2.9
BEY;201802;0.9
BEY;201803;1.1
BEY;201804;2.1
BEY;201805;7.6
BEY;201806;16.2
BEY;201807;6.5
BEY;201808;10.6
BEY;201809;13.3
BEY;201810;0.7
BEY;201811;1.1
