 

stn;time;rhh150mx
WIT;201402;5.3
WIT;201403;4.5
WIT;201404;4.7
WIT;201405;7.5
WIT;201406;8.6
WIT;201407;19.9
WIT;201408;21.2
WIT;201409;8.5
WIT;201410;6.3
WIT;201411;4.0
WIT;201412;2.6
WIT;201501;8.2
WIT;201502;4.0
WIT;201503;6.9
WIT;201504;4.5
WIT;201505;5.2
WIT;201506;8.9
WIT;201507;5.5
WIT;201508;15.0
WIT;201509;4.7
WIT;201510;6.3
WIT;201511;6.0
WIT;201512;1.9
WIT;201601;7.4
WIT;201602;4.3
WIT;201603;2.9
WIT;201604;7.3
WIT;201605;11.7
WIT;201606;12.6
WIT;201607;5.7
WIT;201608;5.9
WIT;201609;2.9
WIT;201610;4.9
WIT;201611;3.6
WIT;201612;0.6
WIT;201701;4.5
WIT;201702;7.3
WIT;201703;5.0
WIT;201704;6.7
WIT;201705;6.4
WIT;201706;17.1
WIT;201707;7.0
WIT;201708;9.9
WIT;201709;7.8
WIT;201710;7.4
WIT;201711;5.9
WIT;201712;5.7
WIT;201801;6.8
WIT;201802;4.0
WIT;201803;3.2
WIT;201804;3.8
WIT;201805;26.2
WIT;201806;10.0
WIT;201807;6.2
WIT;201808;15.9
WIT;201809;10.3
WIT;201810;4.8
WIT;201811;2.6
WIT;201812;6.8
WIT;201901;3.5
WIT;201902;3.9
WIT;201903;4.6
WIT;201904;3.2
WIT;201905;5.7
WIT;201906;20.8
WIT;201907;15.5
WIT;201908;8.1
WIT;201909;4.8
WIT;201910;4.9
WIT;201911;5.7
WIT;201912;4.9
WIT;202001;2.3
WIT;202002;6.7
WIT;202003;3.0
WIT;202004;2.7
WIT;202005;8.0
WIT;202006;11.1
WIT;202007;18.9
WIT;202008;11.8
WIT;202009;6.1
WIT;202010;3.7
WIT;202011;3.9
WIT;202012;3.6
WIT;202101;6.8
WIT;202102;3.4
WIT;202103;4.2
