 

stn;time;rsd300y0
IYSWA;1980;3
IYSWA;1981;10
IYSWA;1982;4
IYSWA;1983;5
IYSWA;1984;8
IYSWA;1985;4
IYSWA;1986;2
IYSWA;1987;6
IYSWA;1988;2
IYSWA;1989;4
IYSWA;1990;3
IYSWA;1991;3
IYSWA;1992;5
IYSWA;1993;8
IYSWA;1994;2
IYSWA;1995;3
IYSWA;1996;6
IYSWA;1997;6
IYSWA;1998;6
IYSWA;1999;6
IYSWA;2000;13
IYSWA;2001;6
IYSWA;2002;12
IYSWA;2003;3
IYSWA;2004;4
IYSWA;2005;1
IYSWA;2006;4
IYSWA;2007;2
IYSWA;2008;10
IYSWA;2009;7
IYSWA;2010;13
IYSWA;2011;3
IYSWA;2012;8
IYSWA;2013;6
IYSWA;2014;6
IYSWA;2015;5
IYSWA;2016;4
IYSWA;2017;5
IYSWA;2018;4
