 

stn;time;rs1000y0
HIR;1934;1
HIR;1935;2
HIR;1936;1
HIR;1937;1
HIR;1938;0
HIR;1939;0
HIR;1940;1
HIR;1941;0
HIR;1942;3
HIR;1943;1
HIR;1944;0
HIR;1945;1
HIR;1946;0
HIR;1947;0
HIR;1948;1
HIR;1949;0
HIR;1950;0
HIR;1951;1
HIR;1952;1
HIR;1953;0
HIR;1954;1
HIR;1955;0
HIR;1956;2
HIR;1957;0
HIR;1958;1
HIR;1959;0
HIR;1960;1
HIR;1961;0
HIR;1962;0
HIR;1963;2
HIR;1964;1
HIR;1965;2
HIR;1966;1
HIR;1967;0
HIR;1968;1
HIR;1969;0
HIR;1970;0
HIR;1971;0
HIR;1972;0
HIR;1973;0
HIR;1974;0
HIR;1975;0
HIR;1976;2
HIR;1977;2
HIR;1978;1
HIR;1979;2
HIR;1980;0
HIR;1981;3
HIR;1982;0
HIR;1983;2
HIR;1984;1
HIR;1985;1
HIR;1986;0
HIR;1987;2
HIR;1988;1
HIR;1989;0
HIR;1990;0
HIR;1991;3
HIR;1992;0
HIR;1993;1
HIR;1994;1
HIR;1995;0
HIR;1996;4
HIR;1997;1
HIR;1998;1
HIR;1999;1
HIR;2000;1
HIR;2001;0
HIR;2002;6
HIR;2003;1
HIR;2004;2
HIR;2005;0
HIR;2006;1
HIR;2007;0
