 

stn;time;rzz150mx
BUS;200708;7.1
BUS;200709;2.6
BUS;200710;1.9
BUS;200711;1.2
BUS;200712;1.3
BUS;200801;1.2
BUS;200802;0.8
BUS;200803;1.4
BUS;200804;1.8
BUS;200805;2.5
BUS;200806;4.0
BUS;200807;4.8
BUS;200808;9.5
BUS;200809;1.7
BUS;200810;1.8
BUS;200811;1.5
BUS;200812;1.2
BUS;200901;1.7
BUS;200902;1.7
BUS;200903;1.8
BUS;200904;3.2
BUS;200905;4.0
BUS;200906;10.5
BUS;200907;12.7
BUS;200908;4.8
BUS;200909;4.1
BUS;200910;2.4
BUS;200911;1.3
BUS;200912;1.0
BUS;201001;0.8
BUS;201002;0.5
BUS;201003;0.8
BUS;201004;2.4
BUS;201005;3.6
BUS;201006;12.9
BUS;201007;4.3
BUS;201008;5.0
BUS;201009;1.5
BUS;201010;1.1
BUS;201011;1.1
BUS;201012;1.0
BUS;201101;0.8
BUS;201102;0.8
BUS;201103;0.5
BUS;201104;4.2
BUS;201105;2.0
BUS;201106;13.6
BUS;201107;15.4
BUS;201108;9.5
BUS;201109;4.3
BUS;201110;1.6
BUS;201111;0.2
BUS;201112;1.4
BUS;201201;1.8
BUS;201202;0.3
BUS;201203;0.6
BUS;201204;2.8
BUS;201205;3.3
BUS;201206;4.8
BUS;201207;5.8
BUS;201208;4.8
BUS;201209;2.6
BUS;201210;1.7
BUS;201211;1.1
BUS;201212;1.1
BUS;201301;0.9
BUS;201302;1.3
BUS;201303;3.9
BUS;201304;1.0
BUS;201305;1.9
BUS;201306;5.7
BUS;201307;4.2
BUS;201308;6.6
BUS;201309;2.7
BUS;201310;3.9
BUS;201311;1.7
BUS;201312;0.8
BUS;201401;1.0
BUS;201402;2.1
BUS;201403;1.5
BUS;201404;2.9
BUS;201405;2.1
BUS;201406;9.2
BUS;201407;17.5
BUS;201408;5.7
BUS;201409;3.6
BUS;201410;2.0
BUS;201411;0.7
BUS;201412;1.5
BUS;201501;1.0
BUS;201502;0.6
BUS;201503;1.6
BUS;201504;1.8
BUS;201505;4.3
BUS;201506;3.9
BUS;201507;5.2
BUS;201508;2.0
BUS;201509;1.9
BUS;201510;1.4
BUS;201511;2.4
BUS;201512;0.4
BUS;201601;1.3
BUS;201602;2.2
BUS;201603;0.9
BUS;201604;1.8
BUS;201605;2.5
BUS;201606;9.2
BUS;201607;5.5
BUS;201608;7.5
BUS;201609;0.9
BUS;201610;1.7
BUS;201611;2.1
BUS;201612;0.1
BUS;201701;0.6
BUS;201702;1.2
BUS;201703;1.1
BUS;201704;2.8
BUS;201705;2.9
BUS;201706;9.2
BUS;201707;16.6
BUS;201708;7.3
BUS;201709;4.3
BUS;201710;2.9
BUS;201711;3.1
BUS;201712;1.8
BUS;201801;2.3
BUS;201802;0.9
BUS;201803;1.3
BUS;201804;1.4
BUS;201805;5.1
BUS;201806;6.7
BUS;201807;9.4
BUS;201808;4.9
BUS;201809;4.1
BUS;201810;1.0
BUS;201811;0.3
BUS;201812;1.9
BUS;201901;0.9
BUS;201902;1.4
BUS;201903;1.3
BUS;201904;1.3
BUS;201905;4.3
BUS;201906;2.1
BUS;201907;4.2
BUS;201908;6.3
BUS;201909;2.8
