 

stn;time;rhh150mx
TIBED;200001;4.8
TIBED;200002;14.4
TIBED;200003;4.5
TIBED;200004;0.0
TIBED;200005;3.9
TIBED;200006;8.3
TIBED;200007;9.4
TIBED;200008;10.5
TIBED;200009;23.9
TIBED;200010;13.0
TIBED;200011;9.0
TIBED;200012;2.7
TIBED;200101;7.6
TIBED;200102;14.5
TIBED;200103;11.9
TIBED;200104;3.8
TIBED;200105;6.2
TIBED;200106;5.1
TIBED;200107;8.5
TIBED;200108;7.9
TIBED;200109;7.1
TIBED;200110;8.4
TIBED;200111;4.9
TIBED;200112;1.6
TIBED;200201;4.7
TIBED;200202;6.8
TIBED;200203;7.6
TIBED;200204;3.0
TIBED;200205;12.2
TIBED;200206;13.2
TIBED;200207;12.8
TIBED;200208;11.7
TIBED;200209;2.1
TIBED;200210;3.7
TIBED;200211;12.1
TIBED;200212;3.5
TIBED;200301;8.2
TIBED;200302;11.8
TIBED;200303;0.4
TIBED;200304;5.7
TIBED;200305;9.9
TIBED;200306;17.4
TIBED;200307;4.7
TIBED;200308;10.6
TIBED;200309;4.3
TIBED;200310;5.1
TIBED;200311;7.7
TIBED;200312;28.3
TIBED;200401;25.8
TIBED;200402;9.5
TIBED;200403;11.5
TIBED;200404;9.3
TIBED;200405;9.0
TIBED;200406;4.0
TIBED;200407;8.6
TIBED;200408;6.7
TIBED;200409;4.2
TIBED;200410;8.3
TIBED;200411;7.9
TIBED;200412;31.2
TIBED;200501;9.8
TIBED;200502;5.2
TIBED;200503;3.2
TIBED;200504;3.8
TIBED;200505;5.3
TIBED;200506;17.4
TIBED;200507;14.7
TIBED;200508;7.6
TIBED;200509;5.3
TIBED;200510;2.6
TIBED;200511;1.4
TIBED;200512;2.4
TIBED;200601;8.2
TIBED;200602;16.1
TIBED;200603;11.6
TIBED;200604;5.4
TIBED;200605;8.7
TIBED;200606;6.7
TIBED;200607;12.9
TIBED;200608;9.9
TIBED;200609;5.3
TIBED;200610;5.0
TIBED;200611;2.0
TIBED;200612;6.5
TIBED;200701;3.7
TIBED;200702;2.5
TIBED;200703;4.3
TIBED;200704;1.8
TIBED;200705;7.3
TIBED;200706;14.1
TIBED;200707;5.8
TIBED;200708;9.0
TIBED;200709;7.4
TIBED;200710;2.4
TIBED;200711;2.8
TIBED;200712;2.9
TIBED;200801;4.7
TIBED;200802;1.5
TIBED;200803;3.0
TIBED;200804;4.7
TIBED;200805;9.3
TIBED;200806;4.3
TIBED;200807;10.4
TIBED;200808;8.6
TIBED;200809;17.0
TIBED;200810;4.5
TIBED;200811;6.4
TIBED;200812;2.5
TIBED;200901;1.9
TIBED;200902;1.8
TIBED;200903;4.8
TIBED;200904;7.2
TIBED;200905;5.2
TIBED;200906;5.3
TIBED;200907;11.4
TIBED;200908;13.3
TIBED;200909;6.3
TIBED;200910;3.2
TIBED;200911;2.8
TIBED;200912;3.1
TIBED;201001;1.7
TIBED;201002;1.9
TIBED;201003;5.5
TIBED;201004;6.2
TIBED;201005;8.1
TIBED;201006;7.3
TIBED;201007;18.5
TIBED;201008;7.4
TIBED;201009;6.7
TIBED;201010;8.5
TIBED;201011;5.2
TIBED;201012;5.0
TIBED;201101;0.9
TIBED;201102;1.3
TIBED;201103;4.1
TIBED;201104;2.9
TIBED;201105;10.2
TIBED;201106;6.1
TIBED;201107;16.0
TIBED;201108;15.7
TIBED;201109;8.6
TIBED;201110;3.7
TIBED;201111;8.5
