 

stn;time;rti150yx
GRO;1901;19010731
GRO;1902;19021230
GRO;1903;19031211
GRO;1904;19040817
GRO;1905;19050705
GRO;1906;19061107
GRO;1907;19071016
GRO;1908;19080523
GRO;1909;19090822
GRO;1910;19101020
GRO;1911;19110821
GRO;1912;19120806
GRO;1913;19131008
GRO;1914;19140722
GRO;1915;19150723
GRO;1916;19160830
GRO;1917;19171010
GRO;1918;19180302
GRO;1919;19190927
GRO;1920;19200820
GRO;1921;19210820
GRO;1922;19220715
GRO;1923;19230831
GRO;1924;19240813
GRO;1925;19250214
GRO;1926;19260515
GRO;1927;19270824
GRO;1928;19281021
GRO;1929;19291019
GRO;1930;19300723
GRO;1931;19310820
GRO;1932;19320922
GRO;1933;19331008
GRO;1934;19340803
GRO;1935;19351004
GRO;1936;19360728
GRO;1937;19370228
GRO;1938;19380602
GRO;1939;19390804
GRO;1940;19400909
GRO;1941;19410528
GRO;1942;19420803
GRO;1943;19430913
GRO;1944;19440902
GRO;1945;19451029
GRO;1946;19460122
GRO;1947;19470926
GRO;1948;19480904
GRO;1949;19490829
GRO;1950;19500523
GRO;1951;19510808
GRO;1952;19520905
GRO;1953;19530821
GRO;1954;19541209
GRO;1955;19551021
GRO;1956;19560710
GRO;1957;19570811
GRO;1958;19580527
GRO;1959;19591028
GRO;1960;19600818
GRO;1961;19610609
GRO;1962;19620904
GRO;1963;19630901
GRO;1964;19640620
GRO;1965;19650910
GRO;1966;19660618
GRO;1967;19670721
GRO;1968;19680904
GRO;1969;19690623
GRO;1970;19700911
GRO;1971;19710826
GRO;1972;19720902
GRO;1973;19730620
GRO;1974;19740714
GRO;1975;19750404
GRO;1976;19760928
GRO;1977;19770818
GRO;1978;19780807
GRO;1979;19790315
GRO;1980;19801016
GRO;1981;19810806
GRO;1982;19820906
GRO;1983;19830910
GRO;1984;19840905
GRO;1985;19850805
GRO;1986;19860811
GRO;1987;19870823
GRO;1988;19880820
GRO;1989;19890404
GRO;1990;19900605
GRO;1991;19910926
GRO;1992;19920829
GRO;1993;19930924
GRO;1994;19940912
GRO;1995;19950912
GRO;1996;19960707
GRO;1997;19971106
GRO;1998;19981001
GRO;1999;19991003
GRO;2000;20000920
GRO;2001;20010610
GRO;2002;20020503
GRO;2003;20030828
GRO;2004;20040708
GRO;2005;20050827
GRO;2006;20060706
GRO;2007;20070614
GRO;2008;20080706
GRO;2009;20090717
GRO;2010;20100502
GRO;2011;20111104
GRO;2012;20120924
GRO;2013;20131225
GRO;2014;20141104
GRO;2015;20150116
GRO;2016;20160616
GRO;2017;20170831
GRO;2018;20181029
GRO;2019;20190611
GRO;2020;20201002
