 

stn;time;tnd00xy0
AAR;1931;27
AAR;1932;14
AAR;1933;32
AAR;1934;11
AAR;1935;26
AAR;1936;5
AAR;1937;7
AAR;1938;19
AAR;1939;18
AAR;1940;43
AAR;1941;23
AAR;1942;37
AAR;1943;6
AAR;1944;21
AAR;1945;26
AAR;1946;22
AAR;1947;18
AAR;1948;13
AAR;1949;14
AAR;1950;14
AAR;1951;4
AAR;1952;17
AAR;1953;18
AAR;1954;22
AAR;1955;13
AAR;1956;31
AAR;1957;11
AAR;1958;12
AAR;1959;6
AAR;1960;16
AAR;1961;12
AAR;1962;20
AAR;1963;43
AAR;1964;22
AAR;1965;10
AAR;1966;12
AAR;1967;16
AAR;1968;12
AAR;1969;31
AAR;1970;20
AAR;1971;28
AAR;1972;17
AAR;1973;14
AAR;1974;2
AAR;1975;12
AAR;1976;22
AAR;1977;11
AAR;1978;21
AAR;1979;14
AAR;1980;26
AAR;1981;19
AAR;1982;11
AAR;1983;16
AAR;1984;9
