 

stn;time;rre150m0
SGWID;201508;90.1
SGWID;201509;117.2
SGWID;201510;89.2
SGWID;201511;17.2
SGWID;201512;38.6
SGWID;201601;142.4
SGWID;201602;69.3
SGWID;201603;49.9
SGWID;201604;109.7
SGWID;201605;227.5
SGWID;201606;248.8
SGWID;201607;127.0
SGWID;201608;187.7
SGWID;201609;82.6
SGWID;201610;45.6
SGWID;201611;77.0
SGWID;201612;6.0
SGWID;201701;56.1
SGWID;201702;43.7
SGWID;201703;103.9
SGWID;201704;128.5
SGWID;201705;99.4
SGWID;201706;124.1
SGWID;201707;166.0
SGWID;201708;217.8
SGWID;201709;237.7
SGWID;201710;75.6
SGWID;201711;83.4
SGWID;201712;137.1
SGWID;201801;127.2
SGWID;201802;56.9
SGWID;201803;60.3
SGWID;201804;24.0
SGWID;201805;82.6
SGWID;201806;85.2
SGWID;201807;57.2
SGWID;201808;173.1
SGWID;201809;76.3
SGWID;201810;57.0
SGWID;201811;12.9
SGWID;201812;142.9
SGWID;201901;100.8
SGWID;201902;55.1
SGWID;201903;54.8
SGWID;201904;65.3
SGWID;201905;194.8
SGWID;201906;89.5
SGWID;201907;119.7
SGWID;201908;214.6
SGWID;201909;150.9
SGWID;201910;150.4
SGWID;201911;52.2
SGWID;201912;61.2
SGWID;202001;32.9
SGWID;202002;141.9
SGWID;202003;44.8
SGWID;202004;36.4
SGWID;202005;94.6
SGWID;202006;286.8
SGWID;202007;150.9
SGWID;202008;257.4
SGWID;202009;102.4
SGWID;202010;109.7
SGWID;202011;9.4
SGWID;202012;92.2
SGWID;202101;99.0
SGWID;202102;-
SGWID;202103;50.4
