 

stn;time;rhh150mx
DLSTU;201301;2.0
DLSTU;201302;-
DLSTU;201303;1.8
DLSTU;201304;5.6
DLSTU;201305;8.8
DLSTU;201306;11.9
DLSTU;201307;12.8
DLSTU;201308;5.6
DLSTU;201309;5.0
DLSTU;201310;5.0
DLSTU;201311;3.8
DLSTU;201312;2.3
DLSTU;201401;2.5
DLSTU;201402;4.3
DLSTU;201403;1.9
DLSTU;201404;6.8
DLSTU;201405;5.8
DLSTU;201406;12.7
DLSTU;201407;15.6
DLSTU;201408;16.2
DLSTU;201409;2.6
DLSTU;201410;5.6
DLSTU;201411;3.8
DLSTU;201412;2.8
DLSTU;201501;4.0
DLSTU;201502;2.6
DLSTU;201503;1.4
DLSTU;201504;4.4
DLSTU;201505;3.9
DLSTU;201506;15.3
DLSTU;201507;8.1
DLSTU;201508;5.4
DLSTU;201509;2.7
DLSTU;201510;3.0
DLSTU;201511;5.2
DLSTU;201512;3.3
DLSTU;201601;3.2
DLSTU;201602;3.4
DLSTU;201603;3.6
DLSTU;201604;3.7
DLSTU;201605;6.9
DLSTU;201606;10.8
DLSTU;201607;6.9
DLSTU;201608;6.7
DLSTU;201609;6.0
DLSTU;201610;6.4
DLSTU;201611;3.2
DLSTU;201612;1.9
DLSTU;201701;1.9
DLSTU;201702;2.9
DLSTU;201703;2.3
DLSTU;201704;2.2
DLSTU;201705;12.5
DLSTU;201706;9.8
DLSTU;201707;12.0
DLSTU;201708;6.3
DLSTU;201709;5.7
DLSTU;201710;10.3
DLSTU;201711;5.7
DLSTU;201712;2.2
DLSTU;201801;4.4
DLSTU;201802;1.4
DLSTU;201803;1.4
DLSTU;201804;4.6
DLSTU;201805;8.4
DLSTU;201806;33.9
DLSTU;201807;4.8
DLSTU;201808;9.1
DLSTU;201809;14.5
DLSTU;201810;2.6
DLSTU;201811;1.4
DLSTU;201812;4.6
DLSTU;201901;3.1
DLSTU;201902;1.5
DLSTU;201903;2.3
DLSTU;201904;2.2
DLSTU;201905;11.1
DLSTU;201906;5.9
DLSTU;201907;9.0
DLSTU;201908;20.7
DLSTU;201909;4.1
DLSTU;201910;4.2
DLSTU;201911;2.2
DLSTU;201912;2.4
DLSTU;202001;1.7
DLSTU;202002;3.6
DLSTU;202003;2.2
DLSTU;202004;3.6
DLSTU;202005;7.1
DLSTU;202006;21.5
DLSTU;202007;8.1
DLSTU;202008;13.5
DLSTU;202009;11.0
DLSTU;202010;2.6
DLSTU;202011;1.4
DLSTU;202012;2.8
DLSTU;202101;2.2
DLSTU;202102;2.6
DLSTU;202103;2.3
