 

stn;time;hns000mx
FLI;201801;41
FLI;201802;10
FLI;201803;9
FLI;201804;0
FLI;201805;0
FLI;201806;0
FLI;201807;0
FLI;201808;0
FLI;201809;0
FLI;201810;29
FLI;201811;5
FLI;201812;23
FLI;201901;36
FLI;201902;15
FLI;201903;17
FLI;201904;13
FLI;201905;5
FLI;201906;0
FLI;201907;0
FLI;201908;0
FLI;201909;0
FLI;201910;0
FLI;201911;17
FLI;201912;26
FLI;202001;31
FLI;202002;28
FLI;202003;13
FLI;202004;0
FLI;202005;0
FLI;202006;0
FLI;202007;0
FLI;202008;0
FLI;202009;2
FLI;202010;14
FLI;202011;0
FLI;202012;33
FLI;202101;60
FLI;202102;-
FLI;202103;36
