 

stn;time;rre150yx
WIS;1901;45.3
WIS;1902;54.0
WIS;1903;32.8
WIS;1904;64.2
WIS;1905;47.7
WIS;1906;51.9
WIS;1907;38.5
WIS;1908;69.7
WIS;1909;41.2
WIS;1910;80.9
WIS;1911;46.7
WIS;1912;80.4
WIS;1913;42.3
WIS;1914;47.1
WIS;1915;51.6
WIS;1916;36.9
WIS;1917;49.9
WIS;1918;41.3
WIS;1919;60.6
WIS;1920;41.5
WIS;1921;67.6
WIS;1922;69.1
WIS;1923;43.8
WIS;1924;44.0
WIS;1925;79.8
WIS;1926;60.0
WIS;1927;43.5
WIS;1928;39.2
WIS;1929;40.3
WIS;1930;62.4
WIS;1931;45.2
WIS;1932;62.0
WIS;1933;36.4
WIS;1934;60.9
WIS;1935;44.4
WIS;1936;34.4
WIS;1937;42.0
WIS;1938;43.8
WIS;1939;39.0
WIS;1940;55.4
WIS;1941;75.9
WIS;1942;50.2
WIS;1943;35.8
WIS;1944;51.2
WIS;1945;38.8
WIS;1946;56.0
WIS;1947;39.2
WIS;1948;60.2
WIS;1949;54.2
WIS;1950;47.0
WIS;1951;54.2
WIS;1952;43.8
WIS;1953;33.2
WIS;1954;65.5
WIS;1955;44.9
WIS;1956;46.8
WIS;1957;45.2
WIS;1958;56.4
WIS;1959;38.5
WIS;1960;44.6
WIS;1961;39.6
WIS;1962;49.7
WIS;1963;43.3
WIS;1964;49.9
WIS;1965;41.2
WIS;1966;33.8
WIS;1967;55.7
WIS;1968;63.5
WIS;1969;35.7
WIS;1970;44.0
WIS;1971;49.2
WIS;1972;46.1
WIS;1973;61.0
WIS;1974;36.7
WIS;1975;47.4
WIS;1976;45.3
WIS;1977;48.1
WIS;1978;78.6
WIS;1979;65.7
WIS;1980;66.4
WIS;1981;56.0
WIS;1982;78.0
WIS;1983;55.1
WIS;1984;76.1
WIS;1985;65.1
WIS;1986;52.6
WIS;1987;45.4
WIS;1988;29.0
WIS;1989;54.8
WIS;1990;47.0
WIS;1991;57.0
WIS;1992;47.7
WIS;1993;74.2
WIS;1994;47.2
WIS;1995;68.0
WIS;1996;41.8
WIS;1997;54.2
WIS;1998;32.1
WIS;1999;52.5
WIS;2000;46.0
WIS;2001;57.5
WIS;2002;69.9
WIS;2003;44.5
WIS;2004;59.6
WIS;2005;101.0
WIS;2006;45.5
WIS;2007;77.8
WIS;2008;56.5
WIS;2009;63.9
WIS;2010;47.7
WIS;2011;63.0
WIS;2012;66.3
WIS;2013;71.7
WIS;2014;59.3
WIS;2015;63.0
WIS;2016;43.5
WIS;2017;43.6
WIS;2018;37.0
WIS;2019;40.2
WIS;2020;66.3
