 

stn;time;fu3010m1
LAE;201208;67.7
LAE;201209;69.8
LAE;201210;66.6
LAE;201211;74.9
LAE;201212;95.4
LAE;201301;90.0
LAE;201302;105.5
LAE;201303;61.2
LAE;201304;73.8
LAE;201305;62.6
LAE;201306;83.9
LAE;201307;60.8
LAE;201308;66.2
LAE;201309;96.5
LAE;201310;92.5
LAE;201311;81.4
LAE;201312;73.8
LAE;201401;73.8
LAE;201402;75.2
LAE;201403;67.3
LAE;201404;73.8
LAE;201405;68.4
LAE;201406;67.3
LAE;201407;81.0
LAE;201408;106.9
LAE;201409;51.8
LAE;201410;96.1
LAE;201411;58.3
LAE;201412;75.2
LAE;201501;108.4
LAE;201502;87.5
LAE;201503;101.5
LAE;201504;93.6
LAE;201505;76.0
LAE;201506;67.7
LAE;201507;74.5
LAE;201508;82.4
LAE;201509;65.2
LAE;201510;57.2
LAE;201511;106.2
LAE;201512;78.8
LAE;201601;99.0
LAE;201602;112.3
LAE;201603;95.0
LAE;201604;74.9
LAE;201605;69.8
LAE;201606;62.3
LAE;201607;58.3
LAE;201608;59.4
LAE;201609;56.2
LAE;201610;62.6
LAE;201611;85.7
LAE;201612;65.5
LAE;201701;85.0
LAE;201702;96.1
LAE;201703;97.9
LAE;201704;58.3
LAE;201705;65.5
LAE;201706;73.1
LAE;201707;76.3
LAE;201708;85.7
LAE;201709;83.9
