 

stn;time;rre150m0
GOA;196901;70.1
GOA;196902;60.5
GOA;196903;38.0
GOA;196904;62.7
GOA;196905;243.4
GOA;196906;272.7
GOA;196907;76.8
GOA;196908;134.5
GOA;196909;43.8
GOA;196910;14.3
GOA;196911;126.6
GOA;196912;102.8
GOA;197001;73.6
GOA;197002;253.6
GOA;197003;109.3
GOA;197004;255.9
GOA;197005;94.6
GOA;197006;118.8
GOA;197007;89.6
GOA;197008;123.8
GOA;197009;91.1
GOA;197010;186.7
GOA;197011;69.8
GOA;197012;61.1
GOA;197101;19.9
GOA;197102;94.6
GOA;197103;131.8
GOA;197104;42.2
GOA;197105;102.4
GOA;197106;244.3
GOA;197107;64.0
GOA;197108;159.7
GOA;197109;64.6
GOA;197110;25.8
GOA;197111;184.0
GOA;197112;40.5
GOA;197201;48.8
GOA;197202;47.9
GOA;197203;73.9
GOA;197204;162.7
GOA;197205;139.0
GOA;197206;194.3
GOA;197207;115.0
GOA;197208;196.4
GOA;197209;82.0
GOA;197210;80.6
GOA;197211;209.7
GOA;197212;11.8
GOA;197301;65.1
GOA;197302;77.5
GOA;197303;34.9
GOA;197304;149.8
GOA;197305;106.5
GOA;197306;216.8
GOA;197307;301.9
GOA;197308;100.4
GOA;197309;94.5
GOA;197310;111.1
GOA;197311;135.2
GOA;197312;128.3
GOA;197401;65.5
GOA;197402;98.4
GOA;197403;75.3
GOA;197404;73.5
GOA;197405;105.0
GOA;197406;109.2
GOA;197407;91.0
GOA;197408;127.9
GOA;197409;125.7
GOA;197410;172.1
GOA;197411;152.3
GOA;197412;134.2
GOA;197501;88.4
GOA;197502;27.8
GOA;197503;187.3
GOA;197504;243.7
GOA;197505;94.9
GOA;197506;142.9
GOA;197507;131.2
GOA;197508;175.2
GOA;197509;220.8
GOA;197510;96.2
GOA;197511;207.7
GOA;197512;10.4
GOA;197601;88.7
GOA;197602;29.5
GOA;197603;38.4
GOA;197604;151.2
GOA;197605;76.5
GOA;197606;125.7
GOA;197607;131.8
GOA;197608;112.0
GOA;197609;199.2
GOA;197610;337.1
GOA;197611;150.1
GOA;197612;105.2
GOA;197701;96.3
GOA;197702;121.4
GOA;197703;141.0
GOA;197704;329.8
GOA;197705;251.1
GOA;197706;107.0
GOA;197707;170.0
GOA;197708;271.5
GOA;197709;44.8
GOA;197710;268.5
GOA;197711;162.2
GOA;197712;90.0
