 

stn;time;rhh150mx
IYSCH;200310;4.6
IYSCH;200311;7.2
IYSCH;200312;1.8
IYSCH;200401;2.6
IYSCH;200402;2.6
IYSCH;200403;2.2
IYSCH;200404;3.8
IYSCH;200405;8.4
IYSCH;200406;9.4
IYSCH;200407;9.4
IYSCH;200408;5.6
IYSCH;200409;5.8
IYSCH;200410;13.4
IYSCH;200411;4.0
IYSCH;200412;2.0
IYSCH;200501;1.4
IYSCH;200502;1.4
IYSCH;200503;2.8
IYSCH;200504;5.0
IYSCH;200505;4.4
IYSCH;200506;6.2
IYSCH;200507;12.6
IYSCH;200508;6.2
IYSCH;200509;2.4
IYSCH;200510;8.2
IYSCH;200511;2.0
IYSCH;200512;1.8
IYSCH;200601;0.4
IYSCH;200602;3.0
IYSCH;200603;7.0
IYSCH;200604;5.0
IYSCH;200605;6.8
IYSCH;200606;10.8
IYSCH;200607;20.4
IYSCH;200608;6.8
IYSCH;200609;3.6
IYSCH;200610;8.4
IYSCH;200611;4.0
IYSCH;200612;3.8
IYSCH;200701;2.8
IYSCH;200702;2.4
IYSCH;200703;2.6
IYSCH;200704;2.2
IYSCH;200705;3.4
IYSCH;200706;12.0
IYSCH;200707;12.2
IYSCH;200708;9.6
IYSCH;200709;4.0
IYSCH;200710;2.0
IYSCH;200711;1.8
IYSCH;200712;2.2
IYSCH;200801;3.8
IYSCH;200802;2.0
IYSCH;200803;2.4
IYSCH;200804;6.6
IYSCH;200805;4.6
IYSCH;200806;16.4
IYSCH;200807;8.4
IYSCH;200808;6.8
IYSCH;200809;5.2
IYSCH;200810;2.8
